meeting,meeting_name,date,race_number,venue,track,course,distance,distance_num,race_class,race_class_label,race_class_num,field_size,horse_number,horse_name,horse_id,jockey,trainer,finish_pos,is_win,is_top3,is_top4,barrier,weight,weight_carried,days_since_last,base_rating,final_rating,starts,wins,hk_starts,is_debut,is_import,current_live_recomputed_ability,card_age,card_rating,card_rating_change,card_declared_bodyweight,card_priority_rank,card_has_claim,card_claim_lbs,card_gear_count,card_gear_first_time,card_gear_tt,card_gear_cp,card_gear_blinkers,last6_runs,last6_mean_finish,last6_best_finish,last6_worst_finish,last6_top3_count,last6_top5_count,current_live_ability,current_live_rank,current_live_rank_score,current_live_grade,current_live_model_pick_status,stored_feature_score_count,stored_matrix_score_count,season_starts,season_wins,season_seconds,season_thirds,same_distance_starts,same_distance_wins,same_distance_seconds,same_distance_thirds,same_venue_distance_starts,same_venue_distance_wins,same_venue_distance_seconds,same_venue_distance_thirds,tw_entries_count,tw_gallop_count,tw_flags_count,tw_confidence_high,tw_confidence_low,tw_jockey_present,tw_mode_barrier_trial,raw_formline_higher_win_count,raw_formline_same_win_count,raw_formline_lower_win_count,raw_l400,raw_finish_time_adj,raw_total_starts,raw_total_wins,raw_last_margin,raw_last_finish,raw_weight_trend_span,flag_best_distance_match,flag_best_distance_unproven,flag_engine_progressive,flag_engine_steady,flag_engine_fastslow,flag_running_style_front,flag_running_style_back,flag_draw_good,flag_draw_bad,flag_position_up,flag_position_down,flag_finish_competitive,flag_finish_slow,flag_energy_up,flag_energy_down,flag_l400_up,flag_l400_down,flag_trackwork_slowing,flag_medical_issue,flag_margin_narrowing,flag_margin_widening,flag_scenario_drop_class,flag_scenario_hot_pace,flag_hidden_form,flag_forgiveness,flag_track_bias_positive,flag_track_bias_negative,trend_forensic_wave,prior_combo_starts,prior_combo_win_rate,prior_combo_place_rate,prior_combo_roi,prior_jockey_cd_starts,prior_jockey_cd_win_rate,prior_jockey_cd_place_rate,prior_jockey_cd_roi,prior_trainer_cd_starts,prior_trainer_cd_win_rate,prior_trainer_cd_place_rate,prior_trainer_cd_roi,prior_class_distance_starts,prior_class_distance_win_rate,prior_class_distance_place_rate,prior_class_distance_roi,prior_draw_class_starts,prior_draw_class_win_rate,prior_draw_class_place_rate,prior_draw_class_roi,prior_weight_class_starts,prior_weight_class_win_rate,prior_weight_class_place_rate,prior_weight_class_roi,prior_rest_bucket_starts,prior_rest_bucket_win_rate,prior_rest_bucket_place_rate,prior_rest_bucket_roi,prior_runstyle_cd_starts,prior_runstyle_cd_win_rate,prior_runstyle_cd_place_rate,prior_runstyle_cd_roi,prior_horse_cd_starts,prior_horse_cd_win_rate,prior_horse_cd_place_rate,prior_horse_cd_roi,prior_horse_rest_starts,prior_horse_rest_win_rate,prior_horse_rest_place_rate,prior_horse_rest_roi,prior_horse_style_starts,prior_horse_style_win_rate,prior_horse_style_place_rate,prior_horse_style_roi,prior_combo_place_edge,prior_combo_win_edge,prior_jockey_cd_place_edge,prior_jockey_cd_win_edge,prior_trainer_cd_place_edge,prior_trainer_cd_win_edge,prior_draw_class_place_edge,prior_draw_class_win_edge,prior_weight_class_place_edge,prior_weight_class_win_edge,prior_rest_bucket_place_edge,prior_rest_bucket_win_edge,prior_runstyle_cd_place_edge,prior_runstyle_cd_win_edge,prior_horse_cd_place_edge,prior_horse_cd_win_edge,prior_horse_rest_place_edge,prior_horse_rest_win_edge,prior_horse_style_place_edge,prior_horse_style_win_edge,feat_jockey_score,feat_trainer_score,feat_draw_score,feat_form_score,feat_speed_score,feat_class_score,feat_distance_score,feat_track_going_score,feat_weight_score,feat_consistency_score,feat_risk_score,feat_confidence_score,feat_formline_strength_score,feat_margin_trend_score,feat_same_distance_signal_score,feat_trackwork_trend_score,matrix_stability,matrix_sectional,matrix_race_shape,matrix_trainer_signal,matrix_horse_health,matrix_form_line,matrix_class_advantage
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,6,八駿福昇,K086,黃寶妮,告東尼,11,0,0,0,2,116.0,116.0,24.0,,,33.0,2.0,33.0,0,0,61.6582,5.0,66.0,0.0,1165.0,1.5,1,7.0,2.0,0,1,0,0,6,5.3333,1.0,9.0,1,3,66.74,9,66.74,B-,NO_PICK,12,7,1.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,44.0,3.0,1.0,0,0,0,0,2.0,0.0,0.0,25.37,1.87,33.0,2.0,11.0,9.0,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,92.0,7.61,26.09,-29.13,1012.0,8.5,25.49,0.0,257.0,10.89,31.52,0.0,825.0,6.06,22.91,0.0,4684.0,9.18,26.35,0.0,450.0,15.11,38.0,0.0,,,,,2.0,0.0,0.0,-100.0,2.0,0.0,0.0,0.0,,,,,0.6,-0.89,6.03,2.39,-2.58,-2.44,0.86,0.68,12.51,6.61,,,-25.49,-8.5,-25.49,-8.5,60.1494,59.6946,75.0,51.8367,48.15,73.12,72.0,60.0,70.0,53.7936,66.0,83.0,84.0,48.0,72.0,50.74,52.5098,52.2975,60.0,59.9448,69.1,84.0,72.34
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,7,皇者有利,J539,黃智弘,沈集成,2,0,1,1,7,119.0,119.0,28.0,,,27.0,1.0,27.0,0,0,70.2839,5.0,65.0,6.0,1073.0,1.0,1,3.0,1.0,0,1,0,0,6,3.1667,1.0,5.0,3,6,73.21,1,73.21,B+,MODEL_TOP_PICK,12,7,1.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,43.0,2.0,1.0,0,0,0,0,4.0,2.0,0.0,22.76,0.0,27.0,1.0,1.0,1.0,31.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,30.0,6.7,20.0,0.0,62.0,8.06,24.19,12.42,103.0,7.77,26.21,-4.85,1012.0,8.5,25.49,0.0,256.0,8.2,25.0,0.0,825.0,6.06,22.91,0.0,4684.0,9.18,26.35,0.0,450.0,15.11,38.0,0.0,2.0,0.0,0.0,-100.0,3.0,0.0,33.33,-100.0,2.0,0.0,0.0,0.0,-5.49,-1.8,-1.3,-0.44,0.72,-0.73,-0.49,-0.3,-2.58,-2.44,0.86,0.68,12.51,6.61,-25.49,-8.5,7.84,-8.5,-25.49,-8.5,65.2097,63.4545,65.0,84.8299,80.56,77.51,60.0,60.0,70.0,75.5385,70.0,83.0,96.0,48.0,72.0,51.29,77.7594,73.364,60.0,64.4199,71.3,96.0,75.6325
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,8,舞林寶典,J060,莫雷拉,方嘉柏,8,0,0,0,8,121.0,121.0,18.0,,,21.0,2.0,21.0,0,0,66.3612,5.0,64.0,0.0,1082.0,1.5,0,0.0,2.0,0,1,0,0,6,7.0,1.0,13.0,2,2,69.34,6,69.34,B,NO_PICK,12,7,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,38.0,1.0,2.0,0,0,0,0,5.0,3.0,0.0,23.86,1.57,21.0,2.0,9.0,12.0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7.0,14.3,42.9,0.0,,,,,97.0,10.31,25.77,-19.79,1012.0,8.5,25.49,0.0,256.0,8.2,25.0,0.0,1543.0,6.29,20.03,0.0,4684.0,9.18,26.35,0.0,450.0,15.11,38.0,0.0,1.0,0.0,0.0,-100.0,1.0,0.0,0.0,-100.0,1.0,100.0,100.0,0.0,17.41,5.8,,,0.28,1.81,-0.49,-0.3,-5.46,-2.21,0.86,0.68,12.51,6.61,-25.49,-8.5,-25.49,-8.5,74.51,91.5,66.1548,66.8287,65.0,56.3265,64.73,73.12,60.0,60.0,68.0,55.7692,69.0,83.0,96.0,48.0,72.0,64.3,56.901,63.0745,60.0,66.4581,70.05,96.0,71.84
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,9,時尚風趣,J164,周俊樂,鄭俊偉,7,0,0,0,12,119.0,119.0,28.0,,,41.0,4.0,41.0,0,0,62.6688,5.0,64.0,-2.0,1093.0,1.5,1,2.0,2.0,0,1,0,1,6,8.1667,4.0,13.0,0,2,64.27,11,64.27,B-,NO_PICK,12,7,0.0,0.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,34.0,3.0,3.0,0,0,0,0,1.0,0.0,0.0,23.95,1.28,41.0,4.0,7.0,4.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.0,11.1,11.1,0.0,65.0,7.69,23.08,-40.15,57.0,12.28,36.84,40.7,1012.0,8.5,25.49,0.0,241.0,2.9,16.18,0.0,825.0,6.06,22.91,0.0,4684.0,9.18,26.35,0.0,450.0,15.11,38.0,0.0,9.0,11.11,33.33,-52.22,7.0,0.0,14.29,-100.0,4.0,0.0,0.0,0.0,-14.39,2.6,-2.41,-0.81,11.35,3.78,-9.31,-5.6,-2.58,-2.44,0.86,0.68,12.51,6.61,7.84,2.61,-11.2,-8.5,-25.49,-8.5,57.8492,58.7947,49.06,52.2449,57.49,73.12,72.0,60.0,70.0,56.4295,73.5,83.0,81.0,76.0,72.0,73.6,56.0542,58.3685,60.0,58.2747,73.225,81.0,72.34
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,10,長勝隊長,K379,何澤堯,伍鵬志,3,0,1,1,1,120.0,120.0,31.0,,,21.0,0.0,21.0,0,0,65.5313,4.0,63.0,0.0,1008.0,1.5,0,0.0,1.0,0,1,0,0,6,6.5,2.0,13.0,1,2,72.34,3,72.34,B+,WATCH,12,7,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,43.0,5.0,3.0,0,0,0,0,1.0,0.0,0.0,23.38,0.21,21.0,0.0,1.0,6.0,11.0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.0,13.9,38.9,0.0,44.0,11.36,29.55,-5.45,74.0,10.81,28.38,2.7,1012.0,8.5,25.49,0.0,257.0,10.89,31.52,0.0,825.0,6.06,22.91,0.0,2008.0,8.02,24.7,0.0,450.0,15.11,38.0,0.0,,,,,,,,,,,,,13.41,5.4,4.06,2.86,2.89,2.31,6.03,2.39,-2.58,-2.44,-0.79,-0.48,12.51,6.61,,,,,,,63.2172,58.5451,75.0,47.483,75.04,73.12,72.0,60.0,70.0,64.5192,75.0,83.0,81.0,76.0,72.0,75.35,57.0842,69.776,60.0,61.1148,74.05,81.0,72.34
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,11,電源之駒,E301,巴度,廖康銘,1,1,1,1,6,120.0,120.0,11.0,,,50.0,2.0,50.0,0,0,64.3784,8.0,63.0,-2.0,1098.0,1.0,0,0.0,1.0,0,0,0,1,6,5.5,3.0,11.0,2,3,67.92,7,67.92,B-,NO_PICK,12,7,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,4.0,43.0,3.0,1.0,0,0,0,0,4.0,0.0,0.0,23.68,1.32,50.0,2.0,7.0,6.0,36.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,49.0,12.2,40.8,0.0,89.0,8.99,30.34,-42.58,110.0,18.18,35.45,43.55,1012.0,8.5,25.49,0.0,258.0,11.63,28.68,0.0,825.0,6.06,22.91,0.0,1818.0,7.21,23.93,0.0,598.0,9.2,28.09,0.0,12.0,16.67,41.67,-45.0,4.0,25.0,25.0,12.5,4.0,25.0,75.0,0.0,15.31,3.7,4.85,0.49,9.96,9.68,3.19,3.13,-2.58,-2.44,-1.56,-1.29,2.6,0.7,16.18,8.17,-0.49,16.5,49.51,16.5,60.2921,66.5881,65.0,48.6735,56.79,73.12,72.0,60.0,70.0,58.0256,69.0,83.0,96.0,48.0,72.0,51.59,52.706,57.9135,60.0,63.1253,70.75,96.0,72.34
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,7,跑馬地,Turf,C,1200,1200,C4,Class 4,4.0,12,12,智勝一籌,L249,楊明綸,蘇偉賢,12,0,0,0,10,120.0,120.0,23.0,,,10.0,0.0,10.0,0,0,58.5321,3.0,63.0,-2.0,1037.0,1.5,0,0.0,2.0,0,1,0,1,3,10.0,7.0,12.0,0,0,59.8,12,59.8,C,NO_PICK,12,7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,3.0,3.0,0,0,0,0,1.0,0.0,0.0,24.32,1.4,10.0,0.0,8.0,12.0,8.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,58.0,3.4,24.1,0.0,68.0,1.47,16.18,-93.24,68.0,0.0,11.76,-100.0,1012.0,8.5,25.49,0.0,241.0,2.9,16.18,0.0,825.0,6.06,22.91,0.0,4684.0,9.18,26.35,0.0,700.0,3.86,16.0,0.0,,,,,,,,,,,,,-1.39,-5.1,-9.31,-7.03,-13.73,-8.5,-9.31,-5.6,-2.58,-2.44,0.86,0.68,-9.49,-4.64,,,,,,,52.3792,58.7636,49.06,40.0,47.53,58.45,66.0,60.0,70.0,48.5882,75.0,83.0,81.0,48.0,54.0,75.4,46.9753,51.8945,60.0,55.2522,74.05,81.0,61.3375
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,1,喜蓮勇感,H215,黃智弘,沈集成,11,0,0,0,10,132.0,132.0,10.0,,,49.0,5.0,49.0,0,0,64.0534,6.0,98.0,-2.0,1254.0,1.0,1,3.0,2.0,0,1,0,1,6,4.1667,1.0,7.0,2,5,69.18,6,69.18,B,NO_PICK,12,7,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.0,2.0,3.0,0,0,0,0,4.0,0.0,0.0,24.23,0.6,49.0,5.0,3.0,5.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,30.0,6.7,20.0,0.0,10.0,0.0,20.0,-100.0,20.0,20.0,25.0,60.0,119.0,8.4,25.21,0.0,29.0,10.34,31.03,0.0,1071.0,11.48,31.0,0.0,1818.0,7.21,23.93,0.0,84.0,9.52,27.38,0.0,1.0,100.0,100.0,390.0,4.0,0.0,25.0,-100.0,1.0,0.0,100.0,0.0,-5.21,-1.7,-5.21,-8.4,-0.21,11.6,5.82,1.94,5.79,3.08,-1.28,-1.19,2.17,1.12,74.79,91.6,-0.21,-8.4,74.79,-8.4,58.2097,62.4545,49.06,61.2245,52.95,77.51,72.0,60.0,54.0,63.5385,74.5,83.0,96.0,48.0,60.0,74.75,63.5026,55.4175,60.0,60.1199,68.175,96.0,71.6325
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,2,太陽勇士,J127,布文,大衛希斯,7,0,0,0,3,133.0,133.0,66.0,,,47.0,4.0,47.0,0,0,66.1805,6.0,96.0,0.0,1110.0,1.0,0,0.0,1.0,0,1,0,0,6,3.8333,1.0,7.0,3,4,72.42,2,72.42,B+,MODEL_TOP_PICK,12,7,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,3.0,1.0,0,0,0,0,2.0,0.0,0.0,24.18,0.3,47.0,4.0,1.0,2.0,18.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,40.0,10.0,35.0,0.0,19.0,21.05,36.84,31.58,27.0,3.7,29.63,-70.74,119.0,8.4,25.21,0.0,30.0,6.67,20.0,0.0,1071.0,11.48,31.0,0.0,233.0,5.15,18.88,0.0,84.0,9.52,27.38,0.0,,,,,1.0,0.0,100.0,-100.0,12.0,25.0,66.67,0.0,9.79,1.6,11.63,12.65,4.42,-4.7,-5.21,-1.73,5.79,3.08,-6.33,-3.25,2.17,1.12,,,74.79,-8.4,41.46,16.6,74.1295,63.0789,75.0,71.5646,58.47,77.51,72.0,60.0,54.0,67.9231,72.5,83.0,84.0,48.0,72.0,49.89,67.9405,59.0055,60.0,69.1567,67.075,84.0,71.6325
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,3,包裝福星,J454,班德禮,呂健威,4,0,0,1,8,130.0,130.0,10.0,,,30.0,4.0,30.0,0,0,65.0855,5.0,93.0,8.0,1088.0,1.0,0,0.0,1.0,0,0,0,1,6,5.1667,1.0,10.0,2,4,67.02,9,67.02,B-,NO_PICK,12,7,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,4.0,3.0,0,0,0,0,2.0,0.0,0.0,23.27,0.0,30.0,4.0,1.0,1.0,20.0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,11.0,9.09,9.09,-55.45,14.0,14.29,14.29,92.14,119.0,8.4,25.21,0.0,30.0,10.0,16.67,0.0,1282.0,8.19,23.71,0.0,1818.0,7.21,23.93,0.0,84.0,9.52,27.38,0.0,,,,,1.0,100.0,100.0,740.0,1.0,0.0,0.0,0.0,-25.21,-8.4,-16.12,0.69,-10.92,5.89,-8.54,1.6,-1.5,-0.21,-1.28,-1.19,2.17,1.12,,,74.79,91.6,-25.21,-8.4,59.3864,64.645,65.0,75.9864,64.41,67.57,60.0,60.0,64.0,71.5449,63.0,83.0,84.0,76.0,54.0,73.5,73.9611,62.8665,60.0,61.7527,65.35,84.0,66.6775
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,4,加州動員,H418,巴度,告東尼,3,0,1,1,5,129.0,129.0,35.0,,,43.0,7.0,43.0,0,0,60.3116,5.0,92.0,-2.0,1086.0,1.0,0,0.0,2.0,0,1,0,1,6,6.8333,2.0,10.0,1,2,62.48,11,62.48,C+,NO_PICK,12,7,0.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,42.0,2.0,2.0,0,0,0,0,2.0,0.0,0.0,27.9,4.59,43.0,7.0,27.0,10.0,24.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,61.0,9.8,29.5,0.0,21.0,9.52,33.33,-45.24,25.0,16.0,44.0,15.2,119.0,8.4,25.21,0.0,30.0,6.67,33.33,0.0,1282.0,8.19,23.71,0.0,2008.0,8.02,24.7,0.0,131.0,9.92,24.43,0.0,1.0,0.0,100.0,-100.0,2.0,50.0,100.0,245.0,,,,,4.29,1.4,8.12,1.12,18.79,7.6,8.12,-1.73,-1.5,-0.21,-0.51,-0.38,-0.78,1.52,74.79,-8.4,74.79,41.6,,,62.0921,61.6946,65.0,45.7143,38.62,73.12,72.0,60.0,64.0,44.2103,70.0,83.0,84.0,60.0,72.0,71.85,47.7262,46.103,60.0,61.9132,69.2,84.0,70.84
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,5,非惟僥倖,J050,布浩榮,姚本輝,9,0,0,0,9,127.0,127.0,24.0,,,43.0,4.0,43.0,0,0,63.3217,6.0,90.0,-1.0,1209.0,1.5,0,0.0,2.0,0,1,0,0,6,5.5,1.0,11.0,1,3,67.17,8,67.17,B-,NO_PICK,12,7,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,36.0,3.0,3.0,0,0,0,0,1.0,0.0,0.0,24.08,0.6,43.0,4.0,3.0,6.0,19.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,14.0,0.0,7.14,-100.0,119.0,8.4,25.21,0.0,30.0,10.0,16.67,0.0,1282.0,8.19,23.71,0.0,4684.0,9.18,26.35,0.0,84.0,9.52,27.38,0.0,,,,,1.0,0.0,100.0,-100.0,2.0,0.0,100.0,0.0,,,,,-18.07,-8.4,-8.54,1.6,-1.5,-0.21,1.14,0.78,2.17,1.12,,,74.79,-8.4,74.79,-8.4,57.7954,63.2814,49.06,51.7007,64.65,67.57,60.0,60.0,64.0,64.1859,70.0,83.0,81.0,76.0,54.0,73.7,58.8947,63.0225,60.0,60.2641,69.2,81.0,66.6775
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,6,銀亮奔騰,K057,潘頓,游達榮,1,1,1,1,1,123.0,123.0,35.0,,,32.0,3.0,32.0,0,0,69.6803,5.0,86.0,0.0,1116.0,1.0,0,0.0,2.0,0,1,1,0,6,2.6667,1.0,4.0,3,6,73.43,1,73.43,B+,MODEL_TOP_PICK,12,7,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,3.0,0,0,0,0,4.0,0.0,0.0,23.59,0.55,32.0,3.0,3.0,4.0,26.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18.0,33.3,55.6,0.0,19.0,15.79,42.11,-34.21,15.0,13.33,20.0,-36.67,119.0,8.4,25.21,0.0,30.0,6.67,20.0,0.0,1543.0,6.29,20.03,0.0,2008.0,8.02,24.7,0.0,84.0,9.52,27.38,0.0,,,,,1.0,0.0,0.0,-100.0,,,,,30.39,24.9,16.9,7.39,-5.21,4.93,-5.21,-1.73,-5.18,-2.11,-0.51,-0.38,2.17,1.12,,,-25.21,-8.4,,,79.5442,61.4593,75.0,72.9252,72.86,73.51,56.0,60.0,64.0,69.9423,70.0,83.0,96.0,60.0,58.0,74.3,71.8695,68.359,60.0,71.406,69.2,96.0,71.1325
/Users/imac/Library/CloudStorage/GoogleDrive-kelvin1761@gmail.com/我的雲端硬碟/Antigravity Shared/Antigravity/Wong Choi Horse Race Analysis/HK_Racing/2026-06-03_HappyValley,2026-06-03_HappyValley,2026-06-03,8,跑馬地,Turf,C,1800,1800,C4,Class 4,4.0,11,7,一起美麗,J260,艾兆禮,蔡約翰,6,0,0,0,2,121.0,121.0,28.0,,,37.0,4.0,37.0,0,0,66.9315,5.0,84.0,0.0,1220.0,1.0,0,0.0,0.0,0,0,0,0,6,3.5,1.0,7.0,4,5,71.65,4,71.65,B,WATCH,12,7,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,1.0,0,0,0,0,1.0,0.0,0.0,24.19,0.38,37.0,4.0,2.0,3.0,12.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,67.0,11.9,31.3,0.0,22.0,9.09,18.18,-41.82,14.0,14.29,21.43,-53.57,119.0,8.4,25.21,0.0,30.0,6.67,20.0,0.0,1543.0,6.29,20.03,0.0,4684.0,9.18,26.35,0.0,84.0,9.52,27.38,0.0,4.0,50.0,50.0,62.5,5.0,40.0,60.0,62.0,3.0,66.67,66.67,0.0,6.09,3.5,-7.03,0.69,-3.78,5.89,-5.21,-1.73,-5.18,-2.11,1.14,0.78,2.17,1.12,24.79,41.6,34.79,31.6,41.46,58.27,62.3495,65.1362,75.0,77.2449,66.57,77.51,60.0,60.0,64.0,76.5192,75.0,83.0,81.0,76.0,60.0,64.45,75.6751,64.2705,60.0,63.6035,71.95,81.0,74.1325
