Course,Draw,Wins,Starts,Places,WinRate
中銀香港「理財TRENDYTOO」讓賽,7,0,1,0,0.0
中銀香港「理財TRENDYTOO」讓賽,11,0,1,0,0.0
中銀香港中小企理財讓賽,8,0,1,0,0.0
中銀香港中小企理財讓賽,13,0,1,0,0.0
中銀香港私人財富馬會一哩錦標,7,0,1,0,0.0
中銀香港私人銀行馬會短途錦標,1,0,1,0,0.0
中銀香港私人銀行馬會短途錦標,2,0,1,0,0.0
中銀香港資產管理讓賽,3,0,1,0,0.0
中銀香港資產管理讓賽,6,0,1,0,0.0
中銀香港資產管理讓賽,9,0,1,0,0.0
中銀香港資產管理讓賽,12,0,1,0,0.0
中銀香港資產管理讓賽,13,0,1,0,0.0
中銀香港跨境服務讓賽,1,0,1,0,0.0
中銀香港跨境服務讓賽,3,0,1,0,0.0
中銀香港跨境服務讓賽,4,0,1,0,0.0
中銀香港跨境服務讓賽,5,0,1,0,0.0
中銀香港跨境服務讓賽,10,0,1,0,0.0
中銀香港跨境服務讓賽,13,0,1,0,0.0
中銀香港馬會盃,1,1,1,1,100.0
丹山河讓賽,5,0,1,1,0.0
丹山河讓賽,8,0,1,0,0.0
主席短途獎,1,0,1,0,0.0
主席短途獎,2,0,1,0,0.0
主席短途獎,7,0,1,0,0.0
九龍公園讓賽,4,0,1,0,0.0
二東山讓賽,1,0,2,0,0.0
二東山讓賽,2,0,2,0,0.0
二東山讓賽,3,0,2,1,0.0
二東山讓賽,4,0,2,0,0.0
二東山讓賽,5,0,2,1,0.0
二東山讓賽,6,1,2,1,50.0
二東山讓賽,7,1,2,1,50.0
二東山讓賽,8,0,2,0,0.0
二東山讓賽,9,0,2,0,0.0
二東山讓賽,10,0,2,0,0.0
二東山讓賽,11,0,2,1,0.0
二東山讓賽,12,0,1,1,0.0
五陵會鑽禧挑戰盃（讓賽）,12,0,1,0,0.0
京士柏讓賽,8,0,1,0,0.0
京士柏讓賽,11,0,1,0,0.0
京士頓讓賽,8,0,1,0,0.0
人才發展1000米讓賽,3,0,1,0,0.0
人才發展1000米讓賽,8,0,1,0,0.0
人才發展1000米讓賽,9,0,1,0,0.0
人才發展1000米讓賽,14,0,1,0,0.0
仁川讓賽,7,0,1,0,0.0
仁愛堂盃（讓賽）,12,0,1,0,0.0
仁濟盃（讓賽）,1,0,1,1,0.0
仁濟盃（讓賽）,2,1,1,1,100.0
仁濟盃（讓賽）,4,0,1,0,0.0
仁濟盃（讓賽）,6,0,1,0,0.0
仁濟盃（讓賽）,8,0,1,1,0.0
伯勞讓賽,1,0,1,0,0.0
伯勞讓賽,2,0,1,0,0.0
伯勞讓賽,3,0,1,0,0.0
伯勞讓賽,4,0,1,0,0.0
伯勞讓賽,6,0,1,0,0.0
伯勞讓賽,7,0,1,0,0.0
伯勞讓賽,8,0,1,1,0.0
伯勞讓賽,9,0,1,0,0.0
伯勞讓賽,10,0,1,0,0.0
伯勞讓賽,11,0,1,1,0.0
伯勞讓賽,12,1,1,1,100.0
伯勞讓賽,13,0,1,0,0.0
佛山讓賽,1,1,1,1,100.0
佳龍駒讓賽,3,0,1,0,0.0
信天翁讓賽,1,0,2,0,0.0
信天翁讓賽,8,0,1,0,0.0
信天翁讓賽,11,0,1,0,0.0
偉業讓賽,3,0,1,0,0.0
克拉蒙島讓賽,6,0,1,0,0.0
公益金盃（讓賽）,1,0,1,1,0.0
公益金盃（讓賽）,2,0,1,0,0.0
公益金盃（讓賽）,3,0,1,0,0.0
公益金盃（讓賽）,4,0,1,0,0.0
公益金盃（讓賽）,5,0,1,0,0.0
公益金盃（讓賽）,6,0,1,0,0.0
公益金盃（讓賽）,7,0,1,1,0.0
公益金盃（讓賽）,8,0,1,0,0.0
公益金盃（讓賽）,9,0,1,0,0.0
公益金盃（讓賽）,10,1,1,1,100.0
公益金盃（讓賽）,11,0,1,0,0.0
公益金盃（讓賽）,12,0,1,0,0.0
六福珠寶DEAR Q讓賽,4,0,1,1,0.0
六福珠寶DEAR Q讓賽,13,0,1,0,0.0
六福珠寶囍愛系列讓賽,3,0,1,0,0.0
六福珠寶囍愛系列讓賽,9,0,1,0,0.0
六福珠寶愛很美系列讓賽,5,0,1,0,0.0
六福珠寶愛很美系列讓賽,8,0,1,0,0.0
六福珠寶盃（讓賽）,1,0,1,0,0.0
六福珠寶福滿傳家系列讓賽,9,0,1,0,0.0
六福珠寶福滿傳家系列讓賽,10,0,1,0,0.0
六福精品廊讓賽,3,0,1,0,0.0
共享繁榮1200米讓賽,3,0,1,1,0.0
共享繁榮1200米讓賽,4,0,1,0,0.0
共享繁榮1200米讓賽,6,0,1,0,0.0
共享繁榮1200米讓賽,7,0,1,0,0.0
共享繁榮1200米讓賽,9,0,1,0,0.0
共享繁榮1200米讓賽,10,0,1,0,0.0
共享繁榮1200米讓賽,12,1,1,1,100.0
共創未來讓賽,11,0,1,0,0.0
其士企業數碼方案讓賽,1,0,1,0,0.0
其士企業數碼方案讓賽,2,0,1,0,0.0
其士企業數碼方案讓賽,4,0,1,0,0.0
其士企業數碼方案讓賽,5,0,1,0,0.0
其士企業數碼方案讓賽,6,0,1,0,0.0
其士企業數碼方案讓賽,7,0,1,0,0.0
其士企業數碼方案讓賽,9,0,1,1,0.0
其士企業數碼方案讓賽,12,1,1,1,100.0
其士保險讓賽,8,0,1,0,0.0
其士保險讓賽,9,0,1,0,0.0
其士富居物業管理讓賽,8,0,1,0,0.0
其士富居物業管理讓賽,12,0,1,0,0.0
其士物業發展讓賽,1,0,1,1,0.0
其士物業發展讓賽,3,0,1,0,0.0
其士物業發展讓賽,6,0,1,0,0.0
其士物業發展讓賽,7,1,1,1,100.0
其士物業發展讓賽,8,0,1,1,0.0
其士環保工程讓賽,1,1,1,1,100.0
其士環保工程讓賽,3,0,1,1,0.0
其士環保工程讓賽,7,0,1,0,0.0
其士環保工程讓賽,8,0,1,0,0.0
其士環保工程讓賽,9,0,1,0,0.0
其士環保工程讓賽,12,0,1,0,0.0
其士盃（讓賽）,7,0,1,0,0.0
其士鋁工程讓賽,6,0,1,0,0.0
冠忠巴士六十周年盃（讓賽）,9,0,1,0,0.0
冠忠智慧出行讓賽,7,0,1,0,0.0
冠忠澳門豪華客車租賃服務讓賽,5,0,1,0,0.0
冠忠無障礙服務讓賽,8,0,1,0,0.0
冬青讓賽,1,0,1,0,0.0
冬青讓賽,11,0,1,0,0.0
凱歌讓賽,9,0,1,0,0.0
利是讓賽,10,0,1,0,0.0
創新精神1600米讓賽,2,1,1,1,100.0
創新精神1600米讓賽,4,0,1,0,0.0
創新精神1600米讓賽,8,0,1,0,0.0
劍擊1200米讓賽,1,0,1,0,0.0
劍擊1200米讓賽,2,0,1,0,0.0
劍擊1200米讓賽,4,0,1,1,0.0
劍擊1200米讓賽,8,0,1,0,0.0
劍擊1200米讓賽,13,0,1,0,0.0
加士居讓賽,1,0,1,0,0.0
加士居讓賽,7,0,1,0,0.0
加拿分讓賽,5,0,1,0,0.0
北京會所盃（讓賽）,8,0,1,0,0.0
北京會所盃（讓賽）,9,0,1,0,0.0
北京會所盃（讓賽）,12,1,1,1,100.0
北京會所盃（讓賽）,14,0,1,0,0.0
北京讓賽,3,1,1,1,100.0
北京讓賽,4,0,1,1,0.0
北京讓賽,6,0,1,0,0.0
北潭坳讓賽,3,0,1,0,0.0
北潭坳讓賽,7,0,2,1,0.0
北潭坳讓賽,8,0,1,0,0.0
北潭坳讓賽,9,1,2,2,50.0
北潭坳讓賽,12,0,1,0,0.0
北潭坳讓賽,13,0,1,0,0.0
北角讓賽,1,0,1,0,0.0
北角讓賽,2,0,1,0,0.0
北角讓賽,3,1,2,2,50.0
北角讓賽,5,0,1,0,0.0
北角讓賽,6,0,2,0,0.0
北角讓賽,7,0,2,0,0.0
北角讓賽,8,0,2,1,0.0
北角讓賽,9,0,1,0,0.0
北角讓賽,10,0,1,1,0.0
卓越領導1000米讓賽,7,0,1,0,0.0
卓越領導1000米讓賽,9,0,1,0,0.0
卓越領導1000米讓賽,10,0,1,0,0.0
卓越領導1000米讓賽,12,0,1,0,0.0
卓越領導1000米讓賽,13,0,1,1,0.0
南丫島讓賽,3,0,1,0,0.0
南丫島讓賽,7,0,1,0,0.0
南寧讓賽,3,0,1,1,0.0
南寧讓賽,4,0,1,0,0.0
南寧讓賽,5,0,1,0,0.0
南寧讓賽,7,0,1,1,0.0
南寧讓賽,8,1,1,1,100.0
南寧讓賽,9,0,1,0,0.0
南朗山讓賽,1,0,1,0,0.0
南朗山讓賽,2,0,1,0,0.0
南朗山讓賽,5,0,1,0,0.0
南朗山讓賽,6,1,1,1,100.0
南朗山讓賽,8,0,1,0,0.0
南朗山讓賽,9,0,1,1,0.0
南朗山讓賽,10,0,1,1,0.0
南朗山讓賽,11,0,1,0,0.0
博愛盃（讓賽）,4,0,1,0,0.0
博愛盃（讓賽）,8,0,1,0,0.0
博愛盃（讓賽）,13,0,1,0,0.0
原居民讓賽,3,0,1,0,0.0
原居民讓賽,7,0,1,1,0.0
原居民讓賽,9,0,1,0,0.0
原居民讓賽,12,0,1,1,0.0
友瑩格讓賽,14,0,1,0,0.0
可持續發展1400米讓賽,12,0,1,0,0.0
吉祥讓賽,1,0,1,0,0.0
同心同進1200米讓賽,6,0,1,0,0.0
同心同進1200米讓賽,10,0,1,0,0.0
同心同進1200米讓賽,11,0,1,0,0.0
同心同進1200米讓賽,13,0,1,0,0.0
同心同進1200米讓賽,14,0,1,0,0.0
周永健銀碟（讓賽）,4,0,1,0,0.0
周永健銀碟（讓賽）,11,0,1,0,0.0
啄木鳥讓賽,2,0,1,0,0.0
啄木鳥讓賽,3,0,1,1,0.0
啄木鳥讓賽,4,0,1,0,0.0
啄木鳥讓賽,6,0,1,0,0.0
啄木鳥讓賽,7,0,1,0,0.0
啄木鳥讓賽,8,0,1,0,0.0
啄木鳥讓賽,9,0,1,0,0.0
啄木鳥讓賽,10,0,1,0,0.0
善衡與敬文校友讓賽,1,0,1,0,0.0
喜鵲讓賽,4,0,1,0,0.0
喜鵲讓賽,5,0,1,0,0.0
喜鵲讓賽,6,0,1,1,0.0
喜鵲讓賽,9,0,1,0,0.0
國慶盃（讓賽）,3,0,1,0,0.0
國慶盃（讓賽）,5,0,1,0,0.0
國慶盃（讓賽）,7,0,1,0,0.0
國慶盃（讓賽）,9,0,1,1,0.0
國際青年商會香港總會參議會盃（讓賽）,7,0,1,0,0.0
國際青年商會香港總會參議會盃（讓賽）,8,0,1,0,0.0
土星讓賽,6,0,1,0,0.0
坪洲讓賽,5,0,1,1,0.0
城南讓賽,4,0,1,0,0.0
城南讓賽,5,0,1,0,0.0
城南讓賽,14,0,1,0,0.0
堅守誠信1400米讓賽,1,0,1,1,0.0
堅守誠信1400米讓賽,3,0,1,0,0.0
堪仕達讓賽,10,0,1,1,0.0
堪富利士讓賽,1,0,1,0,0.0
堪富利士讓賽,3,0,1,0,0.0
堪富利士讓賽,9,0,1,0,0.0
堪富利士讓賽,11,0,1,0,0.0
堪富利士讓賽,13,0,1,0,0.0
塞納河讓賽,6,0,1,0,0.0
壽臣山讓賽,6,0,1,0,0.0
夏佳理錦標（讓賽）,1,0,1,0,0.0
夏佳理錦標（讓賽）,2,0,1,0,0.0
夏力讓賽,2,0,1,0,0.0
夏力讓賽,6,0,1,0,0.0
夏力讓賽,7,0,1,0,0.0
多維爾讓賽,11,0,1,0,0.0
夜鷹讓賽,4,0,1,0,0.0
夜鷹讓賽,9,0,1,0,0.0
大圍讓賽,7,0,1,1,0.0
大圍讓賽,11,0,1,0,0.0
大坑東讓賽,11,0,1,0,0.0
大坑讓賽,1,0,1,0,0.0
大坑讓賽,2,0,1,0,0.0
大坑讓賽,4,0,1,0,0.0
大坑讓賽,6,0,1,0,0.0
大坑讓賽,7,0,1,0,0.0
大坑讓賽,8,1,1,1,100.0
大坑讓賽,9,0,1,1,0.0
大坑讓賽,10,0,1,0,0.0
大坑讓賽,11,0,1,0,0.0
大坑讓賽,12,0,1,0,0.0
大帽山讓賽,1,0,1,0,0.0
大帽山讓賽,2,0,1,0,0.0
大帽山讓賽,3,1,1,1,100.0
大帽山讓賽,4,0,1,0,0.0
大帽山讓賽,5,0,1,1,0.0
大帽山讓賽,6,0,1,0,0.0
大帽山讓賽,7,0,1,1,0.0
大帽山讓賽,8,0,1,0,0.0
大東山讓賽,1,0,1,1,0.0
大東山讓賽,2,0,1,0,0.0
大東山讓賽,3,0,1,1,0.0
大東山讓賽,4,0,1,0,0.0
大東山讓賽,5,0,1,0,0.0
大東山讓賽,6,0,1,0,0.0
大東山讓賽,7,0,1,0,0.0
大東山讓賽,8,0,1,0,0.0
大東山讓賽,9,0,1,0,0.0
大東山讓賽,10,0,1,0,0.0
大東山讓賽,11,0,1,0,0.0
大東山讓賽,12,1,1,1,100.0
大東山讓賽,13,0,1,0,0.0
大東山讓賽,14,0,1,0,0.0
大棠山讓賽,8,0,1,0,0.0
大棠山讓賽,13,0,1,0,0.0
大欖涌讓賽,5,0,1,0,0.0
大欖涌讓賽,6,1,1,1,100.0
大欖讓賽,1,0,1,0,0.0
大欖讓賽,2,0,1,0,0.0
大欖讓賽,10,0,1,0,0.0
大河讓賽,8,0,1,0,0.0
大河讓賽,9,0,1,0,0.0
大河讓賽,11,0,1,0,0.0
大河讓賽,12,0,1,1,0.0
大潭讓賽,2,0,1,0,0.0
大紅花讓賽,3,0,1,0,0.0
大紅花讓賽,6,0,1,0,0.0
大紅花讓賽,11,0,1,0,0.0
大網仔讓賽,2,0,1,0,0.0
大網仔讓賽,9,0,1,0,0.0
大網仔讓賽,11,0,1,0,0.0
大興讓賽,3,0,1,0,0.0
天使花讓賽,2,0,1,0,0.0
天使花讓賽,7,0,1,0,0.0
天使花讓賽,11,0,1,0,0.0
天樂讓賽,7,0,1,0,0.0
天津讓賽,2,0,1,0,0.0
天津讓賽,4,0,1,1,0.0
天津讓賽,5,0,1,0,0.0
天津讓賽,6,0,1,0,0.0
天津讓賽,11,1,1,1,100.0
天津讓賽,13,0,1,0,0.0
天津讓賽,14,0,1,0,0.0
太陽鳥讓賽,1,0,1,1,0.0
太陽鳥讓賽,2,1,1,1,100.0
太陽鳥讓賽,3,0,1,0,0.0
太陽鳥讓賽,4,0,1,0,0.0
太陽鳥讓賽,5,0,1,0,0.0
太陽鳥讓賽,6,0,1,0,0.0
太陽鳥讓賽,7,0,1,0,0.0
太陽鳥讓賽,8,0,1,0,0.0
太陽鳥讓賽,9,0,1,0,0.0
太陽鳥讓賽,10,0,1,0,0.0
太陽鳥讓賽,11,0,1,1,0.0
如意讓賽,7,1,1,1,100.0
威爾斯親王醫院四十周年紀念盃（讓賽）,12,0,1,0,0.0
宏德讓賽,5,0,1,0,0.0
富泰讓賽,4,1,1,1,100.0
富泰讓賽,5,0,1,0,0.0
富泰讓賽,8,0,1,1,0.0
富衛保險冠軍一哩賽,2,0,1,0,0.0
富衛保險冠軍一哩賽,3,0,1,0,0.0
富衛保險冠軍一哩賽,8,0,1,0,0.0
富衛保險冠軍一哩賽,13,0,1,0,0.0
富衛保險女皇盃,1,0,1,0,0.0
富衛保險女皇盃,6,0,1,1,0.0
富衛保險女皇盃,9,0,1,0,0.0
富衛保險尚仁讓賽,1,0,1,0,0.0
富衛保險尚仁讓賽,4,0,1,1,0.0
富衛保險尚仁讓賽,11,0,1,0,0.0
寶田讓賽,1,0,1,0,0.0
寶田讓賽,4,0,1,0,0.0
寶石湖讓賽,11,0,1,0,0.0
小馬山讓賽,7,0,1,0,0.0
小馬山讓賽,12,0,1,0,0.0
尖尾峰讓賽,5,0,1,0,0.0
尖尾峰讓賽,10,0,1,0,0.0
尖山讓賽,1,0,1,0,0.0
尖山讓賽,2,0,1,0,0.0
尖山讓賽,4,0,1,0,0.0
尖沙咀平磅賽,3,0,1,0,0.0
尖沙咀平磅賽,5,0,1,0,0.0
尖沙咀平磅賽,7,0,1,0,0.0
山貝河讓賽,13,0,1,0,0.0
巴基之星平磅賽,1,1,1,1,100.0
巴基之星平磅賽,2,0,1,0,0.0
巴基之星平磅賽,3,0,1,0,0.0
巴基之星平磅賽,10,0,1,0,0.0
巴基之星平磅賽,11,0,1,0,0.0
巴黎隆尚讓賽,4,0,1,0,0.0
帆船1600米讓賽,3,0,1,0,0.0
帆船1600米讓賽,6,0,1,0,0.0
帆船1600米讓賽,9,0,1,0,0.0
帆船1600米讓賽,10,0,1,0,0.0
帆船1600米讓賽,13,0,1,1,0.0
平海福星讓賽,8,0,1,0,0.0
平湖之星讓賽,6,0,1,0,0.0
平田讓賽,1,0,1,0,0.0
幸福指數讓賽,1,0,1,0,0.0
幸福指數讓賽,5,0,1,0,0.0
幸福指數讓賽,7,0,1,0,0.0
幸福指數讓賽,13,0,1,0,0.0
康東讓賽,1,0,1,0,0.0
康東讓賽,2,0,1,0,0.0
康東讓賽,3,0,1,1,0.0
康東讓賽,5,0,1,1,0.0
康東讓賽,7,0,1,0,0.0
康東讓賽,8,0,1,0,0.0
康東讓賽,9,0,1,0,0.0
廣州讓賽,6,0,1,0,0.0
廣州讓賽,10,0,1,1,0.0
廣州讓賽,12,0,1,0,0.0
廣東讓賽盃（讓賽）,1,0,1,0,0.0
廣東讓賽盃（讓賽）,3,0,1,0,0.0
廣東讓賽盃（讓賽）,9,0,1,0,0.0
廣東讓賽盃（讓賽）,12,0,1,0,0.0
廣田讓賽,4,0,1,1,0.0
廣田讓賽,5,0,1,0,0.0
廣福讓賽,1,0,1,0,0.0
廣福讓賽,2,0,1,0,0.0
廣福讓賽,3,0,1,0,0.0
廣福讓賽,4,0,1,1,0.0
廣福讓賽,5,0,1,0,0.0
廣福讓賽,6,1,1,1,100.0
廣福讓賽,7,0,1,0,0.0
廣福讓賽,8,0,1,1,0.0
廣福讓賽,9,0,1,0,0.0
廣福讓賽,10,0,1,0,0.0
廣福讓賽,11,0,1,0,0.0
彌敦讓賽,7,0,1,0,0.0
彌敦讓賽,9,0,1,0,0.0
彩雲讓賽,3,0,1,0,0.0
德華讓賽,1,0,1,0,0.0
德華讓賽,2,0,1,0,0.0
德華讓賽,3,0,1,0,0.0
德華讓賽,5,0,1,0,0.0
德華讓賽,6,0,1,0,0.0
德華讓賽,8,1,1,1,100.0
德華讓賽,11,0,1,0,0.0
必發讓賽,8,0,1,0,0.0
必發讓賽,9,0,1,0,0.0
必發讓賽,11,0,1,0,0.0
快富讓賽,8,1,1,1,100.0
快富讓賽,10,0,1,0,0.0
快捷讓賽,1,0,1,1,0.0
快捷讓賽,2,0,1,0,0.0
快捷讓賽,3,0,1,1,0.0
快捷讓賽,9,0,1,0,0.0
惠州讓賽,1,0,1,1,0.0
惠州讓賽,3,0,2,0,0.0
惠州讓賽,4,0,1,0,0.0
惠州讓賽,8,0,1,0,0.0
惠州讓賽,10,0,1,1,0.0
愛丁堡讓賽,4,0,1,0,0.0
愛丁堡讓賽,9,0,1,0,0.0
愛丁堡讓賽,11,0,1,0,0.0
愛東讓賽,1,0,1,0,0.0
愛東讓賽,2,0,1,0,0.0
愛東讓賽,3,0,1,0,0.0
愛東讓賽,4,1,1,1,100.0
愛東讓賽,5,0,1,1,0.0
愛東讓賽,6,0,1,0,0.0
愛東讓賽,7,0,1,0,0.0
愛東讓賽,8,0,1,0,0.0
愛東讓賽,9,0,1,0,0.0
愛東讓賽,10,0,1,1,0.0
愛東讓賽,11,0,1,0,0.0
愛東讓賽,12,0,1,0,0.0
愛爾蘭讓賽,5,0,1,0,0.0
慶典盃（讓賽）,1,0,1,1,0.0
慶典盃（讓賽）,2,1,1,1,100.0
慶典盃（讓賽）,3,0,1,0,0.0
慶典盃（讓賽）,6,0,1,1,0.0
成功讓賽,4,0,1,0,0.0
成和讓賽,3,0,1,0,0.0
成都讓賽,1,0,1,1,0.0
成都讓賽,11,1,1,1,100.0
戰利品讓賽,3,1,1,1,100.0
打鼓嶺讓賽,12,0,1,0,0.0
持續進步1400米讓賽,3,0,1,0,0.0
掃桿埔讓賽,1,0,1,0,0.0
掃桿埔讓賽,2,0,1,0,0.0
掃桿埔讓賽,3,0,1,0,0.0
掃桿埔讓賽,5,0,1,0,0.0
掃桿埔讓賽,6,1,1,1,100.0
掃桿埔讓賽,7,0,1,1,0.0
掃桿埔讓賽,8,0,1,0,0.0
掃桿埔讓賽,9,0,1,0,0.0
掃桿埔讓賽,10,0,1,0,0.0
新亞校友讓賽,7,0,1,0,0.0
新亞校友讓賽,10,0,1,0,0.0
新亞校友讓賽,13,0,1,0,0.0
新田讓賽,8,0,1,0,0.0
施文信盃（讓賽）,2,0,1,0,0.0
日本中央競馬會錦標（讓賽）,4,0,1,1,0.0
日本中央競馬會錦標（讓賽）,5,0,1,0,0.0
日本中央競馬會錦標（讓賽）,9,0,1,0,0.0
旺角讓賽,5,0,1,0,0.0
明月千里讓賽,6,0,1,0,0.0
明月千里讓賽,7,0,1,0,0.0
時尚風采讓賽,7,0,1,0,0.0
時尚風采讓賽,13,0,1,0,0.0
時時精綵讓賽,10,0,1,0,0.0
普樂讓賽,8,0,1,0,0.0
景光讓賽,12,0,1,0,0.0
更好未來1600米讓賽,7,0,1,0,0.0
會所讓賽,5,1,1,1,100.0
有性格讓賽,1,1,1,1,100.0
有性格讓賽,9,0,1,0,0.0
有性格讓賽,11,0,1,0,0.0
有性格讓賽,12,0,1,1,0.0
服務社群1200米讓賽,5,0,1,0,0.0
服務社群1200米讓賽,7,0,1,0,0.0
木球會錦標（讓賽）,11,0,1,0,0.0
杜鵑花讓賽,9,0,1,0,0.0
杜鵑花讓賽,10,0,1,0,0.0
東華三院挑戰盃（讓賽）,1,0,1,0,0.0
東華三院挑戰盃（讓賽）,2,0,1,1,0.0
東華三院挑戰盃（讓賽）,3,0,1,0,0.0
東華三院挑戰盃（讓賽）,4,1,1,1,100.0
東華三院挑戰盃（讓賽）,5,0,1,0,0.0
東華三院挑戰盃（讓賽）,6,0,1,0,0.0
東華三院挑戰盃（讓賽）,7,0,1,0,0.0
