RaceClass,Venue,Track,Distance,DrawBucket,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate
Class 4,沙田,Turf,1600,7-9,5,56,16,41.31,8.93,28.57
Class 5,沙田,Turf,1400,4-6,1,56,13,23.54,1.79,23.21
Class 4,沙田,AWT,1200,1-3,7,54,15,17.09,12.96,27.78
Class 4,沙田,AWT,1200,4-6,7,54,16,20.48,12.96,29.63
Class 4,沙田,AWT,1200,10+,3,54,11,37.14,5.56,20.37
Class 4,沙田,AWT,1200,7-9,1,54,12,23.31,1.85,22.22
Class 5,跑馬地,Turf,1200,4-6,8,51,21,13.0,15.69,41.18
Class 5,跑馬地,Turf,1200,7-9,4,51,9,21.24,7.84,17.65
Class 5,跑馬地,Turf,1200,1-3,3,50,17,13.61,6.0,34.0
Class 4,沙田,Turf,1000,4-6,6,48,10,35.65,12.5,20.83
Class 4,沙田,AWT,1650,1-3,5,48,12,24.0,10.42,25.0
Class 4,沙田,AWT,1650,7-9,5,48,12,29.72,10.42,25.0
Class 4,沙田,Turf,1000,7-9,3,48,11,42.21,6.25,22.92
Class 4,沙田,AWT,1650,4-6,2,48,13,23.96,4.17,27.08
Class 5,跑馬地,Turf,1200,10+,2,48,4,36.03,4.17,8.33
Class 4,沙田,Turf,1000,1-3,2,47,6,60.24,4.26,12.77
Class 5,跑馬地,Turf,1650,7-9,4,41,11,15.97,9.76,26.83
Class 5,跑馬地,Turf,1650,1-3,3,41,13,14.65,7.32,31.71
Class 5,跑馬地,Turf,1650,4-6,3,41,9,19.8,7.32,21.95
Class 3,沙田,Turf,1000,4-6,5,39,11,41.43,12.82,28.21
Class 4,跑馬地,Turf,1000,4-6,4,39,13,21.58,10.26,33.33
Class 4,跑馬地,Turf,1000,7-9,4,39,8,34.7,10.26,20.51
Class 3,沙田,Turf,1000,7-9,3,39,6,31.16,7.69,15.38
Class 4,跑馬地,Turf,1000,1-3,3,39,13,15.42,7.69,33.33
Class 4,跑馬地,Turf,1000,10+,2,38,5,27.16,5.26,13.16
Class 3,沙田,Turf,1000,1-3,1,38,7,54.52,2.63,18.42
Class 5,沙田,Turf,1200,10+,1,38,7,31.78,2.63,18.42
Class 5,沙田,Turf,1600,10+,1,38,5,27.74,2.63,13.16
Class 2,沙田,Turf,1400,1-3,7,36,15,22.11,19.44,41.67
Class 3,沙田,AWT,1200,1-3,5,36,14,14.0,13.89,38.89
Class 3,跑馬地,Turf,1000,4-6,5,36,7,20.62,13.89,19.44
Class 3,跑馬地,Turf,1000,1-3,3,36,8,22.23,8.33,22.22
Class 2,沙田,Turf,1400,4-6,2,36,8,26.96,5.56,22.22
Class 3,沙田,AWT,1200,7-9,1,36,8,29.16,2.78,22.22
Class 3,沙田,AWT,1200,10+,0,36,3,43.15,0.0,8.33
Class 3,沙田,AWT,1200,4-6,6,35,11,21.02,17.14,31.43
Class 3,沙田,AWT,1650,10+,3,35,8,25.62,8.57,22.86
Class 5,跑馬地,Turf,1650,10+,4,34,9,27.51,11.76,26.47
Class 3,跑馬地,Turf,1000,7-9,2,34,12,26.84,5.88,35.29
Class 5,沙田,AWT,1200,1-3,4,33,13,14.82,12.12,39.39
Class 5,沙田,AWT,1200,4-6,4,33,10,23.97,12.12,30.3
Class 5,沙田,AWT,1200,7-9,1,33,7,19.54,3.03,21.21
Class 2,沙田,Turf,1400,7-9,1,32,8,32.74,3.12,25.0
Class 4,沙田,Turf,1800,10+,2,31,8,38.87,6.45,25.81
Class 2,沙田,Turf,1200,4-6,7,30,12,23.82,23.33,40.0
Class 5,跑馬地,Turf,1000,1-3,6,30,9,11.73,20.0,30.0
Class 3,跑馬地,Turf,1800,7-9,4,30,7,26.88,13.33,23.33
Class 5,沙田,Turf,1200,7-9,4,30,6,27.18,13.33,20.0
Class 4,跑馬地,Turf,1800,7-9,3,30,5,19.8,10.0,16.67
Class 2,沙田,Turf,1200,1-3,2,30,12,20.3,6.67,40.0
Class 3,跑馬地,Turf,1800,4-6,2,30,5,21.66,6.67,16.67
Class 4,跑馬地,Turf,1800,1-3,2,30,6,20.79,6.67,20.0
Class 4,跑馬地,Turf,1800,4-6,2,30,10,20.51,6.67,33.33
Class 5,沙田,AWT,1200,10+,2,30,4,23.44,6.67,13.33
Class 5,沙田,Turf,1200,4-6,2,30,5,25.2,6.67,16.67
Class 5,跑馬地,Turf,1000,7-9,2,30,8,23.23,6.67,26.67
Class 3,跑馬地,Turf,1800,1-3,1,30,9,15.38,3.33,30.0
Class 4,跑馬地,Turf,1800,10+,3,29,9,26.96,10.34,31.03
Class 5,沙田,Turf,1200,1-3,3,29,12,10.82,10.34,41.38
Class 2,沙田,Turf,1200,7-9,1,28,3,47.49,3.57,10.71
Class 5,跑馬地,Turf,1000,10+,1,28,3,26.9,3.57,10.71
Class 5,跑馬地,Turf,1000,4-6,1,28,10,12.79,3.57,35.71
Class 5,沙田,Turf,1600,1-3,4,27,9,14.19,14.81,33.33
Class 3,沙田,AWT,1650,4-6,3,27,9,19.4,11.11,33.33
Class 5,沙田,Turf,1600,4-6,3,27,8,21.87,11.11,29.63
Class 3,沙田,AWT,1650,7-9,2,27,7,27.63,7.41,25.93
Class 3,沙田,Turf,1800,10+,2,27,5,43.45,7.41,18.52
Class 3,沙田,AWT,1650,1-3,1,27,3,28.48,3.7,11.11
Class 5,沙田,Turf,1600,7-9,1,26,5,24.41,3.85,19.23
Class 3,跑馬地,Turf,1800,10+,3,25,9,19.31,12.0,36.0
Class 3,跑馬地,Turf,1000,10+,2,25,9,30.82,8.0,36.0
Class 4,沙田,Turf,2000,10+,0,22,2,40.99,0.0,9.09
Class 4,沙田,Turf,1800,1-3,4,21,7,14.2,19.05,33.33
Class 2,沙田,Turf,1600,1-3,3,21,7,18.81,14.29,33.33
Class 2,沙田,Turf,1400,10+,2,21,5,35.95,9.52,23.81
Class 2,沙田,Turf,1600,4-6,2,21,6,26.26,9.52,28.57
Class 4,沙田,Turf,1800,4-6,1,21,3,27.23,4.76,14.29
Class 4,沙田,Turf,1800,7-9,0,21,3,32.07,0.0,14.29
Class 2,沙田,Turf,1200,10+,0,20,3,40.89,0.0,15.0
Class 3,沙田,Turf,1800,7-9,3,18,4,37.43,16.67,22.22
Class 3,沙田,Turf,2000,1-3,2,18,7,18.51,11.11,38.89
Class 3,沙田,Turf,2000,4-6,2,18,4,29.38,11.11,22.22
Class 3,沙田,Turf,2000,7-9,2,18,4,26.94,11.11,22.22
Class 3,沙田,Turf,1800,4-6,1,18,7,16.23,5.56,38.89
Class 3,沙田,Turf,1800,1-3,0,18,2,35.52,0.0,11.11
Class 5,沙田,AWT,1650,10+,2,16,5,29.03,12.5,31.25
Class 2,沙田,Turf,1600,7-9,1,16,5,24.5,6.25,31.25
Class 5,跑馬地,Turf,1800,7-9,4,15,5,17.42,26.67,33.33
Class 4,沙田,Turf,2000,7-9,3,15,4,25.32,20.0,26.67
Class 4,跑馬地,Turf,2200,7-9,3,15,7,22.0,20.0,46.67
Class 2,跑馬地,Turf,1200,1-3,2,15,6,9.61,13.33,40.0
Class 4,沙田,AWT,1800,10+,2,15,4,30.22,13.33,26.67
Class 4,沙田,Turf,2000,4-6,2,15,7,25.37,13.33,46.67
Class 4,跑馬地,Turf,2200,1-3,2,15,5,15.98,13.33,33.33
Class 2,跑馬地,Turf,1200,10+,1,15,4,33.49,6.67,26.67
Class 2,跑馬地,Turf,1200,4-6,1,15,4,15.48,6.67,26.67
Class 2,跑馬地,Turf,1200,7-9,1,15,2,27.4,6.67,13.33
Class 2,跑馬地,Turf,1650,1-3,1,15,7,17.41,6.67,46.67
Class 2,跑馬地,Turf,1650,4-6,1,15,3,16.19,6.67,20.0
Class 5,沙田,AWT,1650,1-3,1,15,3,19.09,6.67,20.0
Class 5,沙田,AWT,1650,4-6,1,15,3,12.7,6.67,20.0
Class 5,沙田,AWT,1650,7-9,1,15,4,22.18,6.67,26.67
Class 5,跑馬地,Turf,1800,1-3,1,15,6,14.21,6.67,40.0
Class 3,沙田,Turf,2000,10+,0,15,3,33.19,0.0,20.0
Class 4,沙田,Turf,2000,1-3,0,15,2,14.51,0.0,13.33
Class 4,跑馬地,Turf,2200,4-6,0,15,3,14.76,0.0,20.0
Class 5,跑馬地,Turf,1800,4-6,0,15,2,14.18,0.0,13.33
Class 5,沙田,Turf,1800,10+,0,14,3,29.29,0.0,21.43
Class 2,沙田,Turf,1600,10+,1,13,3,28.85,7.69,23.08
Class 4,跑馬地,Turf,2200,10+,0,13,1,20.92,0.0,7.69
Class 2,跑馬地,Turf,1650,7-9,3,12,5,16.0,25.0,41.67
Class 5,沙田,Turf,1800,1-3,2,12,2,8.17,16.67,16.67
Class 5,沙田,Turf,1800,7-9,2,12,5,18.84,16.67,41.67
Class 5,跑馬地,Turf,2200,1-3,2,12,5,6.88,16.67,41.67
Class 5,跑馬地,Turf,2200,4-6,1,12,3,21.66,8.33,25.0
Group 3,沙田,Turf,1800,10+,1,12,3,19.58,8.33,25.0
Class 5,沙田,Turf,1800,4-6,0,12,2,17.75,0.0,16.67
Class 5,跑馬地,Turf,1800,10+,0,12,2,32.87,0.0,16.67
Class 5,跑馬地,Turf,2200,7-9,0,11,2,20.32,0.0,18.18
Class 5,沙田,Turf,2000,10+,0,10,2,28.92,0.0,20.0
Class 2,沙田,AWT,1650,4-6,3,9,5,9.98,33.33,55.56
Class 2,沙田,AWT,1200,4-6,2,9,5,9.56,22.22,55.56
Class 2,沙田,Turf,1000,4-6,2,9,4,22.08,22.22,44.44
Griffin,沙田,Turf,1000,1-3,2,9,4,29.67,22.22,44.44
Group 1,沙田,Turf,1600,4-6,2,9,4,50.6,22.22,44.44
Group 1,沙田,Turf,2000,1-3,2,9,3,39.93,22.22,33.33
Group 2,沙田,Turf,1600,1-3,2,9,4,31.28,22.22,44.44
Class 1,沙田,Turf,1200,1-3,1,9,4,14.04,11.11,44.44
Class 2,沙田,AWT,1200,7-9,1,9,2,14.58,11.11,22.22
Class 2,沙田,Turf,1000,1-3,1,9,2,23.06,11.11,22.22
Class 4,沙田,AWT,1800,1-3,1,9,3,33.1,11.11,33.33
Class 5,沙田,AWT,1800,10+,1,9,4,17.74,11.11,44.44
Class 5,沙田,AWT,1800,4-6,1,9,2,16.07,11.11,22.22
Class 5,沙田,AWT,1800,7-9,1,9,2,23.03,11.11,22.22
Group 1,沙田,Turf,1200,10+,1,9,2,107.57,11.11,22.22
Group 1,沙田,Turf,1200,4-6,1,9,3,41.67,11.11,33.33
Group 1,沙田,Turf,1600,10+,1,9,4,42.89,11.11,44.44
Group 2,沙田,Turf,1200,4-6,1,9,4,43.44,11.11,44.44
Group 2,沙田,Turf,1600,7-9,1,9,4,24.48,11.11,44.44
Group 3,沙田,Turf,1400,1-3,1,9,3,15.61,11.11,33.33
Group 3,沙田,Turf,1400,4-6,1,9,2,28.12,11.11,22.22
Group 3,沙田,Turf,1800,4-6,1,9,3,38.13,11.11,33.33
Group 3,沙田,Turf,1800,7-9,1,9,3,39.76,11.11,33.33
Class 1,沙田,Turf,1200,4-6,0,9,3,15.76,0.0,33.33
Class 2,沙田,AWT,1200,1-3,0,9,1,15.53,0.0,11.11
Class 2,沙田,AWT,1650,1-3,0,9,0,15.71,0.0,0.0
Class 4,沙田,AWT,1800,4-6,0,9,0,26.43,0.0,0.0
Class 4,沙田,AWT,1800,7-9,0,9,2,33.08,0.0,22.22
Class 5,沙田,AWT,1800,1-3,0,9,1,41.27,0.0,11.11
Group 1,沙田,Turf,1200,1-3,0,9,2,65.89,0.0,22.22
Group 1,沙田,Turf,1600,1-3,0,9,1,26.53,0.0,11.11
Group 1,沙田,Turf,2000,4-6,0,9,3,31.66,0.0,33.33
Group 1,沙田,Turf,2000,7-9,0,9,2,48.23,0.0,22.22
Group 2,沙田,Turf,1200,1-3,0,9,2,43.63,0.0,22.22
Group 2,沙田,Turf,1600,4-6,0,9,1,18.23,0.0,11.11
Group 3,沙田,Turf,1800,1-3,0,9,0,35.38,0.0,0.0
Griffin,沙田,Turf,1000,4-6,1,8,3,23.18,12.5,37.5
Group 1,沙田,Turf,1200,7-9,1,8,2,78.45,12.5,25.0
Class 2,沙田,AWT,1650,10+,0,8,2,19.19,0.0,25.0
Class 2,沙田,AWT,1650,7-9,0,8,2,15.59,0.0,25.0
Class 2,沙田,Turf,1000,7-9,0,8,3,24.39,0.0,37.5
Group 1,沙田,Turf,1600,7-9,0,8,0,69.25,0.0,0.0
Class 1,沙田,Turf,1200,7-9,2,7,2,23.41,28.57,28.57
Group 2,沙田,Turf,1200,10+,1,7,2,90.41,14.29,28.57
Group 2,沙田,Turf,1200,7-9,1,7,1,109.9,14.29,14.29
Group 3,沙田,Turf,1400,7-9,1,7,3,9.97,14.29,42.86
Class 2,沙田,Turf,2000,1-3,2,6,2,16.02,33.33,33.33
Class 5,沙田,Turf,2000,1-3,2,6,3,23.45,33.33,50.0
Griffin,沙田,Turf,1200,1-3,2,6,3,33.4,33.33,50.0
Class 2,沙田,Turf,1800,4-6,1,6,1,16.4,16.67,16.67
Class 2,沙田,Turf,1800,7-9,1,6,1,27.53,16.67,16.67
Class 2,跑馬地,Turf,1000,1-3,1,6,4,18.68,16.67,66.67
Class 2,跑馬地,Turf,1000,4-6,1,6,1,14.27,16.67,16.67
Class 2,跑馬地,Turf,1800,1-3,1,6,1,17.35,16.67,16.67
Class 2,跑馬地,Turf,1800,4-6,1,6,3,14.98,16.67,50.0
Class 3,跑馬地,Turf,2200,1-3,1,6,1,26.53,16.67,16.67
Class 3,跑馬地,Turf,2200,7-9,1,6,2,10.47,16.67,33.33
Group 1,沙田,Turf,2400,1-3,1,6,1,22.78,16.67,16.67
Group 1,沙田,Turf,2400,4-6,1,6,2,26.98,16.67,33.33
Group 1,跑馬地,Turf,1650,1-3,1,6,1,7.03,16.67,16.67
Group 1,跑馬地,Turf,1650,4-6,1,6,2,15.92,16.67,33.33
Group 3,沙田,Turf,1000,4-6,1,6,4,5.75,16.67,66.67
Class 2,沙田,Turf,1800,1-3,0,6,0,43.0,0.0,0.0
Class 2,沙田,Turf,2000,10+,0,6,1,32.6,0.0,16.67
Class 2,沙田,Turf,2000,4-6,0,6,2,18.7,0.0,33.33
Class 2,沙田,Turf,2000,7-9,0,6,1,36.2,0.0,16.67
Class 2,跑馬地,Turf,1650,10+,0,6,0,24.4,0.0,0.0
Class 2,跑馬地,Turf,1800,10+,0,6,1,30.95,0.0,16.67
Class 2,跑馬地,Turf,1800,7-9,0,6,1,28.02,0.0,16.67
Class 3,跑馬地,Turf,2200,4-6,0,6,3,7.27,0.0,50.0
Class 5,沙田,Turf,2000,4-6,0,6,1,27.25,0.0,16.67
Class 5,沙田,Turf,2000,7-9,0,6,0,41.82,0.0,0.0
Griffin,沙田,Turf,1200,4-6,0,6,1,25.75,0.0,16.67
Griffin,沙田,Turf,1200,7-9,0,6,2,42.52,0.0,33.33
Group 1,沙田,Turf,2400,7-9,0,6,2,17.53,0.0,33.33
Group 1,跑馬地,Turf,1650,10+,0,6,0,27.67,0.0,0.0
Group 1,跑馬地,Turf,1650,7-9,0,6,3,16.25,0.0,50.0
Class 5,沙田,Turf,1000,10+,1,5,2,14.28,20.0,40.0
Group 1,沙田,Turf,2000,10+,1,5,1,49.54,20.0,20.0
Group 3,沙田,Turf,1000,1-3,1,5,1,23.9,20.0,20.0
Class 2,沙田,Turf,1800,10+,0,5,4,13.88,0.0,80.0
Class 2,跑馬地,Turf,1000,7-9,0,5,1,18.9,0.0,20.0
Griffin,沙田,Turf,1000,7-9,0,5,0,40.72,0.0,0.0
Griffin,沙田,Turf,1200,10+,0,5,0,54.2,0.0,0.0
Group 1,沙田,Turf,2400,10+,0,5,1,38.86,0.0,20.0
Unknown,沙田,Turf,1600,10+,0,5,1,52.6,0.0,20.0
Unknown,沙田,Turf,1800,10+,0,5,0,15.5,0.0,0.0
Unknown,沙田,Turf,2000,10+,0,5,1,32.82,0.0,20.0
Class 5,跑馬地,Turf,2200,10+,1,4,2,27.35,25.0,50.0
Griffin,沙田,Turf,1000,10+,0,4,2,33.72,0.0,50.0
Class 1,沙田,Turf,1400,1-3,1,3,2,7.2,33.33,66.67
Class 1,跑馬地,Turf,1200,1-3,1,3,2,5.93,33.33,66.67
Class 1,跑馬地,Turf,1650,1-3,1,3,1,4.73,33.33,33.33
Group 1,沙田,AWT,1200,10+,1,3,1,12.9,33.33,33.33
Group 1,沙田,Turf,1400,7-9,1,3,1,18.07,33.33,33.33
Group 1,跑馬地,Turf,1000,7-9,1,3,2,24.57,33.33,66.67
Group 1,跑馬地,Turf,1200,10+,1,3,1,14.27,33.33,33.33
Group 2,沙田,Turf,2000,1-3,1,3,2,57.03,33.33,66.67
Group 3,沙田,Turf,1600,7-9,1,3,1,9.17,33.33,33.33
Group 3,沙田,Turf,2400,1-3,1,3,2,6.13,33.33,66.67
Group 3,跑馬地,Turf,1800,7-9,1,3,1,25.3,33.33,33.33
Unknown,沙田,Turf,1600,7-9,1,3,1,43.67,33.33,33.33
Unknown,沙田,Turf,1800,7-9,1,3,2,9.6,33.33,66.67
Unknown,沙田,Turf,2000,1-3,1,3,1,22.67,33.33,33.33
Class 1,沙田,Turf,1000,1-3,0,3,1,15.87,0.0,33.33
Class 1,沙田,Turf,1000,4-6,0,3,1,8.37,0.0,33.33
Class 1,沙田,Turf,1400,4-6,0,3,0,26.23,0.0,0.0
Class 1,沙田,Turf,1400,7-9,0,3,1,13.47,0.0,33.33
Class 1,沙田,Turf,1600,1-3,0,3,1,22.0,0.0,33.33
Class 1,沙田,Turf,1600,4-6,0,3,0,9.87,0.0,0.0
Class 1,沙田,Turf,1600,7-9,0,3,1,7.0,0.0,33.33
Class 1,跑馬地,Turf,1650,4-6,0,3,0,16.27,0.0,0.0
Class 1,跑馬地,Turf,1650,7-9,0,3,2,10.0,0.0,66.67
Class 2,沙田,AWT,1200,10+,0,3,1,53.0,0.0,33.33
Class 5,沙田,Turf,1000,1-3,0,3,0,35.0,0.0,0.0
Class 5,沙田,Turf,1000,4-6,0,3,0,18.77,0.0,0.0
Class 5,沙田,Turf,1000,7-9,0,3,1,12.33,0.0,33.33
Group 1,沙田,AWT,1200,4-6,0,3,0,13.6,0.0,0.0
Group 1,沙田,AWT,1200,7-9,0,3,1,31.33,0.0,33.33
Group 1,沙田,Turf,1400,1-3,0,3,2,54.1,0.0,66.67
Group 1,沙田,Turf,1400,4-6,0,3,0,46.0,0.0,0.0
Group 1,跑馬地,Turf,1000,1-3,0,3,0,8.8,0.0,0.0
Group 1,跑馬地,Turf,1000,10+,0,3,0,24.33,0.0,0.0
Group 1,跑馬地,Turf,1000,4-6,0,3,1,11.8,0.0,33.33
Group 1,跑馬地,Turf,1200,1-3,0,3,1,9.3,0.0,33.33
Group 1,跑馬地,Turf,1200,4-6,0,3,1,16.67,0.0,33.33
Group 1,跑馬地,Turf,1200,7-9,0,3,0,21.03,0.0,0.0
Group 2,沙田,Turf,1600,10+,0,3,0,45.33,0.0,0.0
Group 2,沙田,Turf,2000,4-6,0,3,1,46.67,0.0,33.33
Group 2,沙田,Turf,2000,7-9,0,3,0,59.33,0.0,0.0
Group 3,沙田,Turf,1000,7-9,0,3,1,26.33,0.0,33.33
Group 3,沙田,Turf,1200,1-3,0,3,0,15.0,0.0,0.0
Group 3,沙田,Turf,1200,4-6,0,3,2,14.23,0.0,66.67
Group 3,沙田,Turf,1200,7-9,0,3,0,34.67,0.0,0.0
Group 3,沙田,Turf,1600,1-3,0,3,1,10.9,0.0,33.33
Group 3,沙田,Turf,1600,4-6,0,3,0,22.33,0.0,0.0
Group 3,沙田,Turf,2400,4-6,0,3,1,10.27,0.0,33.33
Group 3,跑馬地,Turf,1800,1-3,0,3,0,10.1,0.0,0.0
Group 3,跑馬地,Turf,1800,10+,0,3,2,14.33,0.0,66.67
Group 3,跑馬地,Turf,1800,4-6,0,3,0,14.37,0.0,0.0
Unknown,沙田,Turf,1600,1-3,0,3,0,19.67,0.0,0.0
Unknown,沙田,Turf,1600,4-6,0,3,1,41.27,0.0,33.33
Unknown,沙田,Turf,1800,1-3,0,3,0,50.2,0.0,0.0
Unknown,沙田,Turf,1800,4-6,0,3,1,24.0,0.0,33.33
Unknown,沙田,Turf,2000,4-6,0,3,1,11.5,0.0,33.33
Unknown,沙田,Turf,2000,7-9,0,3,0,11.33,0.0,0.0
Class 1,沙田,Turf,1000,7-9,1,2,1,7.35,50.0,50.0
Class 1,沙田,Turf,1600,10+,1,2,1,12.35,50.0,50.0
Group 3,沙田,Turf,1200,10+,1,2,1,12.0,50.0,50.0
Class 1,跑馬地,Turf,1200,4-6,0,2,1,5.35,0.0,50.0
Group 1,沙田,AWT,1200,1-3,0,2,1,12.4,0.0,50.0
Group 2,沙田,Turf,2000,10+,0,2,0,34.0,0.0,0.0
Group 3,沙田,Turf,1400,10+,0,2,1,25.2,0.0,50.0
Group 3,沙田,Turf,1600,10+,0,2,1,41.5,0.0,50.0
Class 1,沙田,Turf,1200,10+,0,1,0,32.0,0.0,0.0
Class 2,沙田,Turf,1000,10+,0,1,0,156.0,0.0,0.0
Class 3,跑馬地,Turf,2200,10+,0,1,0,36.0,0.0,0.0
