Course,Draw,Wins,Starts,Places,WinRate
教育學院校友讓賽,6,0,1,0,0.0
斬竹灣讓賽,8,0,1,0,0.0
斬竹灣讓賽,12,0,1,0,0.0
斬竹灣讓賽,13,0,1,0,0.0
斬竹灣讓賽,14,0,1,1,0.0
新田圍讓賽,2,0,1,0,0.0
新田圍讓賽,9,0,1,0,0.0
新田圍讓賽,10,0,1,0,0.0
新田圍讓賽,14,0,1,0,0.0
日本中央競馬會錦標（讓賽）,8,0,1,0,0.0
昃臣讓賽,7,0,1,0,0.0
明月千里讓賽,2,0,1,0,0.0
明月千里讓賽,6,0,1,0,0.0
景光讓賽,4,0,1,0,0.0
景光讓賽,9,0,1,0,0.0
木星讓賽,5,0,1,1,0.0
杜鵑讓賽,11,0,1,1,0.0
東華三院挑戰盃（讓賽）,12,0,1,0,0.0
林村讓賽,1,0,1,0,0.0
林村讓賽,2,0,1,0,0.0
林村讓賽,5,0,1,0,0.0
柯士甸讓賽,1,0,1,0,0.0
根德讓賽,5,0,1,0,0.0
格倫奧格爾高架橋讓賽,10,0,1,0,0.0
格倫芬南高架橋讓賽,3,0,1,1,0.0
桃花讓賽,10,0,1,0,0.0
梳士巴利讓賽,7,0,1,0,0.0
梳士巴利讓賽,11,0,1,0,0.0
棉花讓賽,2,0,1,0,0.0
棉花讓賽,7,0,1,0,0.0
樂善堂盃（讓賽）,11,0,1,0,0.0
樂聲牌專門店讓賽,3,0,1,0,0.0
樂聲牌專門店讓賽,12,0,1,0,0.0
樂聲牌專門店讓賽,13,0,1,0,0.0
樂聲牌專門店讓賽,14,0,1,0,0.0
樂聲盃（讓賽）,6,1,1,1,100.0
樂華讓賽,6,0,1,1,0.0
欣田讓賽,8,0,1,0,0.0
歐石楠讓賽,9,0,1,0,0.0
水仙花讓賽,3,0,1,0,0.0
水仙花讓賽,4,1,1,1,100.0
水仙花讓賽,6,0,1,0,0.0
水仙花讓賽,7,0,1,0,0.0
水泉澳讓賽,2,0,1,0,0.0
永川讓賽,12,0,1,0,0.0
汕頭讓賽,5,0,1,0,0.0
沙咀讓賽,10,0,1,0,0.0
沙福讓賽,3,0,1,0,0.0
沙福讓賽,9,0,1,0,0.0
沙福讓賽,12,0,1,0,0.0
油柑頭讓賽,3,0,1,0,0.0
洛神花讓賽,10,0,1,0,0.0
活力先生讓賽,1,0,1,0,0.0
活力先生讓賽,8,0,1,0,0.0
活力先生讓賽,9,0,1,0,0.0
浪琴香港一哩錦標,6,0,1,0,0.0
浪琴香港一哩錦標,10,0,1,0,0.0
浪琴香港一哩錦標,14,0,1,0,0.0
浪琴香港瓶,2,0,1,0,0.0
浪琴香港瓶,3,0,1,0,0.0
浪琴香港瓶,8,1,1,1,100.0
浪琴香港瓶,9,0,1,0,0.0
浪琴香港瓶,10,0,1,0,0.0
浪琴香港盃,3,0,1,0,0.0
浪琴香港盃,4,0,1,1,0.0
浪琴香港盃,5,0,1,1,0.0
浪琴香港盃,7,0,1,0,0.0
浪琴香港短途錦標,11,0,1,0,0.0
浪琴香港短途錦標,13,0,1,0,0.0
海下讓賽,3,0,1,1,0.0
海下讓賽,8,1,1,1,100.0
海棠讓賽,11,0,1,0,0.0
深井讓賽,1,0,1,0,0.0
深涌讓賽,9,0,1,0,0.0
添滿意讓賽,4,0,1,0,0.0
添滿意讓賽,6,0,1,0,0.0
清水灣讓賽,3,0,1,0,0.0
清水灣讓賽,6,0,1,1,0.0
清水灣讓賽,7,1,1,1,100.0
清水灣讓賽,8,0,1,0,0.0
清水灣讓賽,9,0,1,0,0.0
清水灣讓賽,11,0,1,0,0.0
清水灣讓賽,13,0,1,0,0.0
湖景讓賽,4,0,1,0,0.0
烏溪沙讓賽,8,0,1,0,0.0
烏溪沙讓賽,10,0,1,0,0.0
烏溪沙讓賽,12,0,1,1,0.0
爭分奪秒讓賽,5,0,1,1,0.0
爭分奪秒讓賽,7,0,1,0,0.0
牡丹讓賽,3,0,1,0,0.0
牡丹讓賽,9,0,1,0,0.0
畢馬威八十周年盃（讓賽）,12,0,1,0,0.0
畫眉讓賽,9,0,1,0,0.0
畫眉讓賽,12,0,1,0,0.0
發祥讓賽,1,0,1,0,0.0
發祥讓賽,7,0,1,0,0.0
發祥讓賽,8,0,1,0,0.0
發財讓賽,8,1,2,1,50.0
發財讓賽,11,1,1,1,100.0
白加士讓賽,6,0,1,0,0.0
白加士讓賽,7,1,1,1,100.0
白沙澳讓賽,8,0,1,0,0.0
白石凹讓賽,5,0,1,0,0.0
百祿讓賽,1,0,1,0,0.0
百祿讓賽,7,0,1,0,0.0
盡展所長・創造改變1200米讓賽,3,0,1,0,0.0
盧吉讓賽,2,0,1,0,0.0
盧吉讓賽,3,0,1,0,0.0
盧吉讓賽,4,0,1,0,0.0
盧吉讓賽,6,0,1,0,0.0
盧吉讓賽,9,0,1,0,0.0
盧吉讓賽,11,0,1,0,0.0
盧吉讓賽,13,0,1,1,0.0
研究院校友讓賽,2,0,1,0,0.0
研究院校友讓賽,10,0,1,0,0.0
禮頓讓賽,2,0,1,0,0.0
禮頓讓賽,4,0,1,0,0.0
禮頓讓賽,10,0,1,0,0.0
秦石讓賽,12,0,1,0,0.0
竹園讓賽,11,0,1,0,0.0
竹園讓賽,13,0,1,0,0.0
第三班1200米全天候讓賽,3,0,1,0,0.0
第三班1200米草地讓賽,3,0,1,0,0.0
第三班1200米草地讓賽,7,0,1,0,0.0
第三班1200米草地讓賽,9,0,1,0,0.0
第三班1600米草地讓賽,6,0,1,0,0.0
第四班1000米草地讓賽,2,1,1,1,100.0
第四班1000米草地讓賽,4,0,1,0,0.0
第四班1000米草地讓賽,6,0,1,0,0.0
第四班1000米草地讓賽,7,0,1,0,0.0
第四班1000米草地讓賽,8,0,1,0,0.0
第四班1000米草地讓賽,9,0,1,0,0.0
第四班1000米草地讓賽,11,0,1,0,0.0
第四班1000米草地讓賽,13,0,1,1,0.0
第四班1200米草地讓賽,2,0,1,0,0.0
第四班1200米草地讓賽,3,0,1,0,0.0
第四班1200米草地讓賽,6,1,1,1,100.0
第四班1200米草地讓賽,9,0,1,0,0.0
第四班1200米草地讓賽,10,0,1,0,0.0
第四班1200米草地讓賽,11,0,1,1,0.0
粉嶺讓賽,9,0,1,0,0.0
精英大師讓賽,3,0,1,0,0.0
精英大師讓賽,5,0,1,0,0.0
紅梅谷讓賽,1,0,1,0,0.0
紅鸞讓賽,4,0,1,0,0.0
網球1600米讓賽,5,0,1,0,0.0
美東讓賽,11,0,1,0,0.0
美麗傳承讓賽,8,0,1,0,0.0
美麗傳承讓賽,10,0,1,0,0.0
老圍讓賽,3,0,1,0,0.0
自行車1200米讓賽,3,0,1,1,0.0
自行車1200米讓賽,4,0,1,0,0.0
自行車1200米讓賽,5,0,1,1,0.0
自行車1200米讓賽,8,0,1,0,0.0
自行車1200米讓賽,13,0,1,0,0.0
自行車1200米讓賽,14,1,1,1,100.0
船灣讓賽,6,0,1,0,0.0
花旗銀行CITI PRIVATE BANK讓賽,12,0,1,0,0.0
花旗銀行CITI ULTIMA讓賽,3,0,1,0,0.0
花旗銀行CITI ULTIMA讓賽,14,0,1,0,0.0
花旗銀行CITIGOLD讓賽,8,0,1,0,0.0
花旗銀行CITIGOLD讓賽,10,0,1,0,0.0
茶果嶺讓賽,1,0,1,1,0.0
茶果嶺讓賽,5,0,1,0,0.0
茶果嶺讓賽,9,0,1,1,0.0
茶果嶺讓賽,10,0,1,0,0.0
茶果嶺讓賽,11,0,1,0,0.0
茶果嶺讓賽,13,0,1,0,0.0
蓮花山讓賽,4,0,1,0,0.0
蓮花山讓賽,10,0,1,0,0.0
薄扶林水塘讓賽,12,0,1,0,0.0
薄扶林郊野公園讓賽,11,0,1,0,0.0
蝴蝶灣平磅賽,1,0,1,0,0.0
蝴蝶灣平磅賽,3,0,1,0,0.0
蝴蝶灣平磅賽,4,1,1,1,100.0
蝴蝶灣平磅賽,5,0,1,1,0.0
蝴蝶灣平磅賽,6,0,1,0,0.0
蝴蝶灣平磅賽,8,0,1,1,0.0
衙前圍讓賽,2,0,1,0,0.0
衙前圍讓賽,3,1,1,1,100.0
衙前圍讓賽,6,0,1,0,0.0
衙前圍讓賽,7,1,2,1,50.0
覺士讓賽,12,0,1,0,0.0
貝璐讓賽,3,0,1,1,0.0
貝璐讓賽,10,0,1,0,0.0
賈炳達讓賽,5,0,1,0,0.0
賓吉讓賽,9,0,1,0,0.0
赤柱峽讓賽,14,0,1,1,0.0
赫德讓賽,2,1,1,1,100.0
赫德讓賽,4,0,1,0,0.0
逸夫校友讓賽,6,0,1,0,0.0
達心星讓賽,11,0,1,0,0.0
遮打讓賽,1,0,1,0,0.0
遮打讓賽,11,0,1,0,0.0
鄉議局百周年紀念盃（讓賽）,4,0,1,0,0.0
鄉議局百周年紀念盃（讓賽）,5,0,1,0,0.0
重慶讓賽,1,0,1,0,0.0
重慶讓賽,3,0,1,0,0.0
重慶讓賽,5,0,1,0,0.0
重慶讓賽,10,0,1,0,0.0
重慶讓賽,11,0,1,0,0.0
鐵人三項1600米讓賽,4,0,1,0,0.0
陽明飛飛讓賽,5,0,1,0,0.0
雄心威龍讓賽,9,0,1,0,0.0
雙喜讓賽,2,0,1,0,0.0
雪松讓賽,7,1,1,1,100.0
雪松讓賽,8,0,1,0,0.0
雪松讓賽,10,0,1,0,0.0
雪松讓賽,12,0,1,1,0.0
青山讓賽,8,0,1,0,0.0
靚蝦王讓賽,4,0,1,0,0.0
風馳讓賽,1,0,1,0,0.0
風馳讓賽,4,0,1,0,0.0
風馳讓賽,6,0,1,1,0.0
飛行讓賽,3,0,1,0,0.0
飛雪仙蹤讓賽,3,0,1,0,0.0
飛雪仙蹤讓賽,4,0,1,0,0.0
飛雪仙蹤讓賽,8,0,1,0,0.0
飛雪仙蹤讓賽,12,1,1,1,100.0
香港中文大學校友會聯會盃（讓賽）,1,0,1,0,0.0
香港中華總商會125周年會慶盃（讓賽）,1,0,1,0,0.0
香港傷健策騎協會盃（讓賽）,9,0,1,1,0.0
香港評馬同業協進會四十周年紀念盃（讓賽）,5,0,1,0,0.0
馬主驕傲1200米讓賽,2,0,1,0,0.0
馬主驕傲1200米讓賽,10,0,1,0,0.0
馬主驕傲1200米讓賽,13,0,1,0,0.0
馬鞍山讓賽,8,0,1,1,0.0
馬鞍山讓賽,10,0,1,0,0.0
馬頭圍讓賽,3,0,1,0,0.0
駱克讓賽,1,0,1,0,0.0
鬱金香讓賽,3,0,1,1,0.0
鬱金香讓賽,6,0,1,0,0.0
鯉魚門公園讓賽,6,1,1,1,100.0
鯉魚門公園讓賽,7,0,1,0,0.0
鯉魚門公眾騎術學校讓賽,3,0,1,0,0.0
鯉魚門公眾騎術學校讓賽,13,0,1,0,0.0
鳳舞讓賽,7,0,1,0,0.0
鳳舞讓賽,8,0,1,0,0.0
鶴園讓賽,8,0,1,0,0.0
鶴園讓賽,12,0,1,0,0.0
鸚鵡讓賽,4,0,1,0,0.0
鸚鵡讓賽,6,0,1,0,0.0
黃宜洲讓賽,3,0,1,0,0.0
黃泥涌讓賽,2,0,1,1,0.0
黃竹灣讓賽,2,0,1,0,0.0
黃竹灣讓賽,3,0,1,0,0.0
黃竹灣讓賽,9,0,1,0,0.0
龍逸讓賽,4,0,1,0,0.0
