Jockey,Draw,Wins,Starts,Places,WinRate,PlaceRate
巴米高,7,0,1,0,0.0,0.0
巴米高,9,0,1,0,0.0,0.0
布宜學,11,0,1,0,0.0,0.0
布宜學,12,0,1,0,0.0,0.0
布宜學,2,0,1,0,0.0,0.0
布宜學,5,1,1,1,100.0,100.0
布文,1,6,37,17,16.2,45.9
布文,10,2,27,6,7.4,22.2
布文,11,3,43,9,7.0,20.9
布文,12,1,20,5,5.0,25.0
布文,13,0,16,5,0.0,31.2
布文,14,1,10,1,10.0,10.0
布文,2,6,38,14,15.8,36.8
布文,3,7,34,14,20.6,41.2
布文,4,4,29,16,13.8,55.2
布文,5,7,47,17,14.9,36.2
布文,6,6,44,16,13.6,36.4
布文,7,4,32,12,12.5,37.5
布文,8,4,42,10,9.5,23.8
布文,9,4,41,12,9.8,29.3
布浩榮,1,0,3,0,0.0,0.0
布浩榮,10,0,1,0,0.0,0.0
布浩榮,11,0,2,1,0.0,50.0
布浩榮,12,0,1,0,0.0,0.0
布浩榮,13,0,1,0,0.0,0.0
布浩榮,14,0,2,0,0.0,0.0
布浩榮,2,0,2,0,0.0,0.0
布浩榮,3,0,3,2,0.0,66.7
布浩榮,4,0,2,1,0.0,50.0
布浩榮,5,0,5,0,0.0,0.0
布浩榮,6,0,2,1,0.0,50.0
布浩榮,7,1,5,2,20.0,40.0
布浩榮,8,0,2,0,0.0,0.0
布浩榮,9,0,2,0,0.0,0.0
希威森,1,3,24,7,12.5,29.2
希威森,10,1,26,5,3.8,19.2
希威森,11,0,26,3,0.0,11.5
希威森,12,1,22,5,4.5,22.7
希威森,13,1,10,2,10.0,20.0
希威森,14,1,10,1,10.0,10.0
希威森,2,2,34,12,5.9,35.3
希威森,3,1,37,9,2.7,24.3
希威森,4,0,28,1,0.0,3.6
希威森,5,1,20,6,5.0,30.0
希威森,6,4,39,13,10.3,33.3
希威森,7,3,36,7,8.3,19.4
希威森,8,2,29,5,6.9,17.2
希威森,9,4,32,5,12.5,15.6
李寶利,1,0,1,0,0.0,0.0
李寶利,11,0,4,0,0.0,0.0
李寶利,12,0,1,0,0.0,0.0
李寶利,13,0,1,0,0.0,0.0
李寶利,3,0,1,0,0.0,0.0
李寶利,5,0,1,1,0.0,100.0
李寶利,8,0,1,0,0.0,0.0
李寶利,9,0,2,0,0.0,0.0
李慕華,10,0,2,0,0.0,0.0
李慕華,11,0,1,1,0.0,100.0
李慕華,2,0,1,0,0.0,0.0
李慕華,3,0,2,0,0.0,0.0
李慕華,6,0,1,1,0.0,100.0
李慕華,9,0,2,0,0.0,0.0
杜滿樂,11,0,1,1,0.0,100.0
杜苑欣,1,1,7,1,14.3,14.3
杜苑欣,10,1,14,3,7.1,21.4
杜苑欣,11,2,8,3,25.0,37.5
杜苑欣,12,1,9,2,11.1,22.2
杜苑欣,13,0,1,1,0.0,100.0
杜苑欣,2,0,9,2,0.0,22.2
杜苑欣,3,0,5,1,0.0,20.0
杜苑欣,4,0,5,0,0.0,0.0
杜苑欣,5,0,12,3,0.0,25.0
杜苑欣,6,0,8,1,0.0,12.5
杜苑欣,7,0,5,1,0.0,20.0
杜苑欣,8,0,9,2,0.0,22.2
杜苑欣,9,0,5,1,0.0,20.0
梁家俊,1,2,39,9,5.1,23.1
梁家俊,10,1,19,4,5.3,21.1
梁家俊,11,1,22,3,4.5,13.6
梁家俊,12,2,24,4,8.3,16.7
梁家俊,13,0,7,2,0.0,28.6
梁家俊,14,1,16,2,6.2,12.5
梁家俊,2,3,30,7,10.0,23.3
梁家俊,3,2,22,4,9.1,18.2
梁家俊,4,3,34,8,8.8,23.5
梁家俊,5,0,22,3,0.0,13.6
梁家俊,6,4,25,5,16.0,20.0
梁家俊,7,3,27,5,11.1,18.5
梁家俊,8,0,25,4,0.0,16.0
梁家俊,9,1,24,3,4.2,12.5
楊明綸,1,1,30,5,3.3,16.7
楊明綸,10,1,31,3,3.2,9.7
楊明綸,11,1,29,3,3.4,10.3
楊明綸,12,1,24,3,4.2,12.5
楊明綸,13,1,15,3,6.7,20.0
楊明綸,14,0,14,1,0.0,7.1
楊明綸,2,0,21,2,0.0,9.5
楊明綸,3,4,34,7,11.8,20.6
楊明綸,4,2,23,5,8.7,21.7
楊明綸,5,1,36,3,2.8,8.3
楊明綸,6,0,17,2,0.0,11.8
楊明綸,7,4,34,8,11.8,23.5
楊明綸,8,0,35,5,0.0,14.3
楊明綸,9,1,29,2,3.4,6.9
橫山和生,5,0,1,1,0.0,100.0
潘大衛,1,0,9,0,0.0,0.0
潘大衛,10,0,7,1,0.0,14.3
潘大衛,11,0,10,0,0.0,0.0
潘大衛,12,0,12,0,0.0,0.0
潘大衛,13,0,2,0,0.0,0.0
潘大衛,14,0,6,0,0.0,0.0
潘大衛,2,0,8,1,0.0,12.5
潘大衛,3,0,12,1,0.0,8.3
潘大衛,4,0,13,3,0.0,23.1
潘大衛,5,0,9,1,0.0,11.1
潘大衛,6,0,15,0,0.0,0.0
潘大衛,7,0,14,0,0.0,0.0
潘大衛,8,0,2,0,0.0,0.0
潘大衛,9,0,13,1,0.0,7.7
潘明輝,1,0,27,6,0.0,22.2
潘明輝,10,3,32,8,9.4,25.0
潘明輝,11,2,23,3,8.7,13.0
潘明輝,12,2,23,3,8.7,13.0
潘明輝,13,0,13,1,0.0,7.7
潘明輝,14,1,9,2,11.1,22.2
潘明輝,2,5,39,14,12.8,35.9
潘明輝,3,4,36,11,11.1,30.6
潘明輝,4,2,24,7,8.3,29.2
潘明輝,5,0,28,4,0.0,14.3
潘明輝,6,1,33,5,3.0,15.2
潘明輝,7,1,31,3,3.2,9.7
潘明輝,8,2,33,3,6.1,9.1
潘明輝,9,2,31,8,6.5,25.8
潘頓,1,10,42,20,23.8,47.6
潘頓,10,6,43,17,14.0,39.5
潘頓,11,6,40,18,15.0,45.0
潘頓,12,7,38,20,18.4,52.6
潘頓,13,5,21,8,23.8,38.1
潘頓,14,2,14,6,14.3,42.9
潘頓,2,11,42,18,26.2,42.9
潘頓,3,12,43,19,27.9,44.2
潘頓,4,15,56,33,26.8,58.9
潘頓,5,9,55,29,16.4,52.7
潘頓,6,8,42,19,19.0,45.2
潘頓,7,8,39,22,20.5,56.4
潘頓,8,6,43,23,14.0,53.5
潘頓,9,6,32,12,18.8,37.5
班德禮,1,5,35,14,14.3,40.0
班德禮,10,1,23,1,4.3,4.3
班德禮,11,2,23,4,8.7,17.4
班德禮,12,3,33,6,9.1,18.2
班德禮,13,0,16,1,0.0,6.2
班德禮,14,1,10,2,10.0,20.0
班德禮,2,2,27,7,7.4,25.9
班德禮,3,2,43,8,4.7,18.6
班德禮,4,1,25,4,4.0,16.0
班德禮,5,4,33,7,12.1,21.2
班德禮,6,2,26,8,7.7,30.8
班德禮,7,4,34,12,11.8,35.3
班德禮,8,2,32,7,6.2,21.9
班德禮,9,2,22,6,9.1,27.3
田泰安,1,4,37,11,10.8,29.7
田泰安,10,4,40,9,10.0,22.5
田泰安,11,1,42,4,2.4,9.5
田泰安,12,0,40,3,0.0,7.5
田泰安,13,0,16,0,0.0,0.0
田泰安,14,0,7,0,0.0,0.0
田泰安,2,5,44,10,11.4,22.7
田泰安,3,6,47,12,12.8,25.5
田泰安,4,0,39,12,0.0,30.8
田泰安,5,1,33,10,3.0,30.3
田泰安,6,3,37,9,8.1,24.3
田泰安,7,4,40,12,10.0,30.0
田泰安,8,1,42,11,2.4,26.2
田泰安,9,5,34,9,14.7,26.5
紀仁安,1,3,14,5,21.4,35.7
紀仁安,10,3,20,6,15.0,30.0
紀仁安,11,0,8,1,0.0,12.5
紀仁安,12,0,16,3,0.0,18.8
紀仁安,13,0,5,0,0.0,0.0
紀仁安,14,0,5,0,0.0,0.0
紀仁安,2,2,20,7,10.0,35.0
紀仁安,3,0,10,2,0.0,20.0
紀仁安,4,1,13,7,7.7,53.8
紀仁安,5,1,7,2,14.3,28.6
紀仁安,6,1,15,5,6.7,33.3
紀仁安,7,1,14,4,7.1,28.6
紀仁安,8,2,10,5,20.0,50.0
紀仁安,9,1,14,4,7.1,28.6
艾兆禮,1,9,46,16,19.6,34.8
艾兆禮,10,3,37,9,8.1,24.3
艾兆禮,11,1,36,5,2.8,13.9
艾兆禮,12,1,29,5,3.4,17.2
艾兆禮,13,2,12,5,16.7,41.7
艾兆禮,14,2,22,2,9.1,9.1
艾兆禮,2,6,36,11,16.7,30.6
艾兆禮,3,4,38,13,10.5,34.2
艾兆禮,4,3,29,5,10.3,17.2
艾兆禮,5,7,43,14,16.3,32.6
艾兆禮,6,5,35,14,14.3,40.0
艾兆禮,7,6,48,17,12.5,35.4
艾兆禮,8,2,39,8,5.1,20.5
艾兆禮,9,2,26,6,7.7,23.1
艾道拿,1,0,28,5,0.0,17.9
艾道拿,10,0,16,2,0.0,12.5
艾道拿,11,1,23,3,4.3,13.0
艾道拿,12,1,31,5,3.2,16.1
艾道拿,13,1,11,3,9.1,27.3
艾道拿,14,0,12,1,0.0,8.3
艾道拿,2,1,20,7,5.0,35.0
艾道拿,3,3,19,5,15.8,26.3
艾道拿,4,1,35,7,2.9,20.0
艾道拿,5,1,36,6,2.8,16.7
艾道拿,6,0,27,8,0.0,29.6
艾道拿,7,3,34,10,8.8,29.4
艾道拿,8,1,24,7,4.2,29.2
艾道拿,9,2,28,5,7.1,17.9
莫艾誠,1,0,2,0,0.0,0.0
莫艾誠,13,0,1,0,0.0,0.0
莫艾誠,4,0,1,0,0.0,0.0
莫艾誠,9,0,1,0,0.0,0.0
莫雅,10,1,2,1,50.0,50.0
莫雅,13,0,1,0,0.0,0.0
莫雅,14,0,1,0,0.0,0.0
莫雅,2,1,1,1,100.0,100.0
莫雅,4,0,2,0,0.0,0.0
莫雅,6,0,1,0,0.0,0.0
莫雅,7,0,1,0,0.0,0.0
莫雅,9,0,1,0,0.0,0.0
莫雷拉,1,0,6,3,0.0,50.0
莫雷拉,10,1,4,2,25.0,50.0
莫雷拉,11,0,8,1,0.0,12.5
莫雷拉,12,1,5,1,20.0,20.0
莫雷拉,13,0,2,0,0.0,0.0
莫雷拉,2,1,5,1,20.0,20.0
莫雷拉,3,0,2,0,0.0,0.0
莫雷拉,4,3,12,6,25.0,50.0
莫雷拉,5,0,8,2,0.0,25.0
莫雷拉,6,0,2,0,0.0,0.0
莫雷拉,7,3,10,4,30.0,40.0
莫雷拉,8,1,5,2,20.0,40.0
莫雷拉,9,0,4,0,0.0,0.0
董明朗,1,0,4,1,0.0,25.0
董明朗,10,0,11,4,0.0,36.4
董明朗,11,0,6,0,0.0,0.0
董明朗,12,0,6,2,0.0,33.3
董明朗,13,0,2,0,0.0,0.0
董明朗,14,0,2,0,0.0,0.0
董明朗,2,0,6,0,0.0,0.0
董明朗,3,0,5,0,0.0,0.0
董明朗,4,0,5,0,0.0,0.0
董明朗,5,0,2,0,0.0,0.0
董明朗,6,0,4,2,0.0,50.0
董明朗,7,0,5,2,0.0,40.0
董明朗,8,0,2,0,0.0,0.0
董明朗,9,0,3,1,0.0,33.3
蔡明紹,1,4,24,7,16.7,29.2
蔡明紹,10,3,33,6,9.1,18.2
蔡明紹,11,0,23,3,0.0,13.0
蔡明紹,12,0,21,2,0.0,9.5
蔡明紹,13,0,5,2,0.0,40.0
蔡明紹,14,0,9,0,0.0,0.0
蔡明紹,2,0,23,4,0.0,17.4
蔡明紹,3,0,29,3,0.0,10.3
蔡明紹,4,0,29,8,0.0,27.6
蔡明紹,5,0,20,0,0.0,0.0
蔡明紹,6,0,28,6,0.0,21.4
蔡明紹,7,2,40,12,5.0,30.0
蔡明紹,8,0,31,3,0.0,9.7
蔡明紹,9,3,27,7,11.1,25.9
薛凱華,1,0,1,1,0.0,100.0
薛凱華,2,0,1,0,0.0,0.0
薛凱華,4,0,1,0,0.0,0.0
蘇銘倫,14,0,1,0,0.0,0.0
蘇銘倫,3,0,1,0,0.0,0.0
蘇銘倫,4,0,2,2,0.0,100.0
蘇銘倫,7,0,1,1,0.0,100.0
袁幸堯,1,0,5,3,0.0,60.0
袁幸堯,10,0,3,0,0.0,0.0
袁幸堯,11,0,3,0,0.0,0.0
袁幸堯,12,2,4,2,50.0,50.0
袁幸堯,13,0,2,1,0.0,50.0
袁幸堯,14,0,2,0,0.0,0.0
袁幸堯,2,1,4,1,25.0,25.0
袁幸堯,3,2,5,4,40.0,80.0
袁幸堯,4,0,4,0,0.0,0.0
袁幸堯,5,0,4,2,0.0,50.0
袁幸堯,6,0,4,2,0.0,50.0
袁幸堯,7,0,5,1,0.0,20.0
袁幸堯,8,2,5,3,40.0,60.0
袁幸堯,9,0,3,1,0.0,33.3
貝知仁,6,0,1,0,0.0,0.0
金美琪,1,0,1,1,0.0,100.0
金美琪,10,0,1,0,0.0,0.0
金美琪,2,0,1,0,0.0,0.0
金美琪,4,0,1,0,0.0,0.0
金誠剛,1,2,22,8,9.1,36.4
金誠剛,10,0,26,1,0.0,3.8
金誠剛,11,0,28,4,0.0,14.3
金誠剛,12,1,31,5,3.2,16.1
金誠剛,13,0,18,3,0.0,16.7
金誠剛,14,1,10,2,10.0,20.0
金誠剛,2,1,29,10,3.4,34.5
金誠剛,3,0,29,3,0.0,10.3
金誠剛,4,1,24,5,4.2,20.8
金誠剛,5,1,34,3,2.9,8.8
金誠剛,6,2,26,3,7.7,11.5
金誠剛,7,1,24,4,4.2,16.7
金誠剛,8,2,36,9,5.6,25.0
金誠剛,9,0,28,4,0.0,14.3
鍾易禮,1,0,28,3,0.0,10.7
鍾易禮,10,1,34,2,2.9,5.9
鍾易禮,11,0,18,2,0.0,11.1
鍾易禮,12,1,25,2,4.0,8.0
鍾易禮,13,0,9,0,0.0,0.0
鍾易禮,14,0,9,0,0.0,0.0
鍾易禮,2,6,29,8,20.7,27.6
鍾易禮,3,2,21,5,9.5,23.8
鍾易禮,4,1,26,2,3.8,7.7
鍾易禮,5,2,21,6,9.5,28.6
鍾易禮,6,2,30,4,6.7,13.3
鍾易禮,7,2,20,6,10.0,30.0
鍾易禮,8,1,25,3,4.0,12.0
鍾易禮,9,1,30,2,3.3,6.7
霍宏聲,1,2,25,6,8.0,24.0
霍宏聲,10,3,34,6,8.8,17.6
霍宏聲,11,2,29,9,6.9,31.0
霍宏聲,12,0,21,3,0.0,14.3
霍宏聲,13,2,11,2,18.2,18.2
霍宏聲,14,0,13,0,0.0,0.0
霍宏聲,2,3,32,11,9.4,34.4
霍宏聲,3,2,24,5,8.3,20.8
霍宏聲,4,5,27,8,18.5,29.6
霍宏聲,5,1,22,7,4.5,31.8
霍宏聲,6,2,21,5,9.5,23.8
霍宏聲,7,2,34,5,5.9,14.7
霍宏聲,8,4,37,6,10.8,16.2
霍宏聲,9,3,27,7,11.1,25.9
韋紀力,1,0,1,0,0.0,0.0
韋紀力,12,0,1,1,0.0,100.0
韋紀力,13,0,1,0,0.0,0.0
韋紀力,14,0,2,1,0.0,50.0
韋紀力,2,0,1,0,0.0,0.0
韋紀力,5,0,1,0,0.0,0.0
韋紀力,7,0,1,0,0.0,0.0
韋紀力,8,0,2,2,0.0,100.0
韋紀力,9,0,1,0,0.0,0.0
馬昆,1,0,1,0,0.0,0.0
馬昆,8,0,1,0,0.0,0.0
高力德,8,0,1,0,0.0,0.0
麥文堅,1,1,10,4,10.0,40.0
麥文堅,10,0,7,0,0.0,0.0
麥文堅,11,0,11,3,0.0,27.3
麥文堅,12,1,12,3,8.3,25.0
麥文堅,13,1,3,2,33.3,66.7
麥文堅,14,0,9,1,0.0,11.1
麥文堅,2,2,13,3,15.4,23.1
麥文堅,3,1,10,2,10.0,20.0
麥文堅,4,1,10,2,10.0,20.0
麥文堅,5,0,9,3,0.0,33.3
麥文堅,6,0,15,1,0.0,6.7
麥文堅,7,1,7,2,14.3,28.6
麥文堅,8,0,12,2,0.0,16.7
麥文堅,9,2,14,3,14.3,21.4
麥道朗,1,1,7,2,14.3,28.6
麥道朗,10,1,9,3,11.1,33.3
麥道朗,11,1,6,2,16.7,33.3
麥道朗,12,2,7,4,28.6,57.1
麥道朗,13,0,7,3,0.0,42.9
麥道朗,14,1,1,1,100.0,100.0
麥道朗,2,3,10,5,30.0,50.0
麥道朗,3,2,7,3,28.6,42.9
麥道朗,4,1,10,4,10.0,40.0
麥道朗,5,1,12,5,8.3,41.7
麥道朗,6,2,10,4,20.0,40.0
麥道朗,7,1,10,4,10.0,40.0
麥道朗,8,0,4,1,0.0,25.0
麥道朗,9,1,7,2,14.3,28.6
黃寶妮,1,2,11,4,18.2,36.4
黃寶妮,10,1,11,2,9.1,18.2
黃寶妮,11,1,11,3,9.1,27.3
黃寶妮,12,1,12,1,8.3,8.3
黃寶妮,13,1,7,2,14.3,28.6
黃寶妮,14,0,3,1,0.0,33.3
黃寶妮,2,0,8,0,0.0,0.0
黃寶妮,3,2,11,5,18.2,45.5
黃寶妮,4,1,10,3,10.0,30.0
黃寶妮,5,0,9,2,0.0,22.2
黃寶妮,6,1,11,2,9.1,18.2
黃寶妮,7,0,12,0,0.0,0.0
黃寶妮,8,0,9,3,0.0,33.3
黃寶妮,9,0,7,1,0.0,14.3
黃智弘,1,4,23,9,17.4,39.1
黃智弘,10,1,29,8,3.4,27.6
黃智弘,11,0,18,1,0.0,5.6
黃智弘,12,1,17,3,5.9,17.6
黃智弘,13,1,11,3,9.1,27.3
黃智弘,14,0,5,0,0.0,0.0
黃智弘,2,2,15,5,13.3,33.3
黃智弘,3,3,18,6,16.7,33.3
黃智弘,4,1,19,4,5.3,21.1
黃智弘,5,1,25,3,4.0,12.0
黃智弘,6,2,19,3,10.5,15.8
黃智弘,7,2,16,3,12.5,18.8
黃智弘,8,0,19,4,0.0,21.1
黃智弘,9,2,19,3,10.5,15.8
